Orig,ndcg,Bow,ndcg,Vector,ndcg
progresses,0.651686366,progresses,0.634620305,progresses,0.651745891
featurette,0.687341603,featurette,0.620185471,featurette,0.689898686
string,0.601939236,string,0.594505781,string,0.599182805
humans,0.821303878,humans,0.696516961,humans,0.820967396
gratuitous,0.697911215,gratuitous,0.641975118,gratuitous,0.699025703
technique,0.670569111,technique,0.626194485,technique,0.673171645
wealthy,0.79898599,wealthy,0.684811596,wealthy,0.798423837
charles,0.748335934,charles,0.586492707,charles,0.747095083
bothered,0.637191588,bothered,0.62887924,bothered,0.637376648
hole,0.580847026,hole,0.573833075,hole,0.58157293
parody,0.811882988,parody,0.657631719,parody,0.813553669
europe,0.734382782,europe,0.652332217,europe,0.735117387
purchasing,0.664123765,purchasing,0.624733939,purchasing,0.665156733
suffered,0.65295406,suffered,0.625567477,suffered,0.653702528
intellectual,0.723452278,intellectual,0.644616549,intellectual,0.724419287
animal,0.788499684,animal,0.614738597,animal,0.783431224
hiding,0.631237892,hiding,0.602503406,hiding,0.629403454
abandoned,0.663532997,abandoned,0.616798383,abandoned,0.664419466
awhile,0.645471436,awhile,0.631914708,awhile,0.645511001
martin,0.608905336,martin,0.537089345,martin,0.610369778
understated,0.686058913,understated,0.639971079,understated,0.686599353
mass,0.646467928,mass,0.622415153,mass,0.646895836
sentimental,0.784502249,sentimental,0.677944425,sentimental,0.794145613
connect,0.692376415,connect,0.640064724,connect,0.693525033
stood,0.632520819,stood,0.59804273,stood,0.637975224
guessing,0.744605459,guessing,0.707819285,guessing,0.748799276
miles,0.565682565,miles,0.535956198,miles,0.565734962
tricks,0.624749505,tricks,0.594392451,tricks,0.624983576
torn,0.589592648,torn,0.574134432,torn,0.589912803
root,0.641693628,root,0.605940303,root,0.642105107
magical,0.804286514,magical,0.740523594,magical,0.805924686
corner,0.583694514,corner,0.566710392,corner,0.585319323
fears,0.638531531,fears,0.60941926,fears,0.638664901
distracting,0.646239615,distracting,0.633113842,distracting,0.647470823
fourth,0.690298144,fourth,0.583952619,fourth,0.691122089
destruction,0.720344378,destruction,0.651916268,destruction,0.721496183
liners,0.761731038,liners,0.716835308,liners,0.767156706
smaller,0.623604926,smaller,0.613068427,smaller,0.62476039
groups,0.696004637,groups,0.637566381,groups,0.696950407
thrills,0.751356729,thrills,0.710660783,thrills,0.753274365
dare,0.574388077,dare,0.554634229,dare,0.575018588
treasure,0.658372651,treasure,0.559535605,treasure,0.661095607
chances,0.581392794,chances,0.564903145,chances,0.581715714
breathtaking,0.77905272,breathtaking,0.69133729,breathtaking,0.778547728
discovery,0.646020158,discovery,0.603788595,discovery,0.646921982
harder,0.608191698,harder,0.586370193,harder,0.607580581
smooth,0.643151539,smooth,0.616739444,smooth,0.642876884
staying,0.624120271,staying,0.600156615,staying,0.624829697
dress,0.60087009,dress,0.539430073,dress,0.602148814
prison,0.898197616,prison,0.593456586,prison,0.899404359
liking,0.634525111,liking,0.624105815,liking,0.635154712
appearances,0.669169638,appearances,0.635290318,appearances,0.667127333
shared,0.66612554,shared,0.635998686,shared,0.666866531
antics,0.742147505,antics,0.7244202,antics,0.743859527
considerable,0.637654473,considerable,0.623975323,considerable,0.644443036
host,0.569684527,host,0.54450371,host,0.570462564
maintain,0.628261077,maintain,0.617394616,maintain,0.628456611
mistakes,0.649888173,mistakes,0.611970224,mistakes,0.644546571
surreal,0.768102009,surreal,0.658812404,surreal,0.773155892
spirited,0.686054955,spirited,0.668654688,spirited,0.685677556
stealing,0.629979161,stealing,0.60404383,stealing,0.631640885
subplot,0.657110234,subplot,0.637102526,subplot,0.657531771
fictional,0.678925421,fictional,0.652425535,fictional,0.681246278
imagery,0.761042587,imagery,0.668901148,imagery,0.761976142
drags,0.630274895,drags,0.617567162,drags,0.631319252
apartment,0.747963282,apartment,0.607181668,apartment,0.748559392
rush,0.489119275,rush,0.443646823,rush,0.50081995
surround,0.710818762,surround,0.633751038,surround,0.710207752
ideal,0.62517342,ideal,0.609957004,ideal,0.625807367
island,0.792221657,island,0.559429672,island,0.79606176
glass,0.511977687,glass,0.495861814,glass,0.514656891
program,0.707222724,program,0.617379023,program,0.706639738
opinions,0.702105908,opinions,0.627994397,opinions,0.703212923
pointed,0.621385376,pointed,0.615034329,pointed,0.622010365
villains,0.753125231,villains,0.705051161,villains,0.754950639
credibility,0.665345317,credibility,0.646525701,credibility,0.66772758
tied,0.634751445,tied,0.617928707,tied,0.632939018
campy,0.776040632,campy,0.706789284,campy,0.777133564
sinister,0.68798853,sinister,0.656189447,sinister,0.689639245
heaven,0.572818499,heaven,0.517541669,heaven,0.576803386
protagonists,0.67284661,protagonists,0.635789165,protagonists,0.673944752
appearing,0.649135474,appearing,0.634114346,appearing,0.649663173
challenges,0.683396322,challenges,0.639940737,challenges,0.683425333
topic,0.70432992,topic,0.660883433,topic,0.706206115
fitting,0.644027592,fitting,0.618216253,fitting,0.647463972
tender,0.683937319,tender,0.631131322,tender,0.683011593
timeless,0.725930104,timeless,0.662984019,timeless,0.723941298
passes,0.627727758,passes,0.61852962,passes,0.627606556
decisions,0.692824172,decisions,0.641069041,decisions,0.692508869
hill,0.556213897,hill,0.539219507,hill,0.556730406
careful,0.610154289,careful,0.604190215,careful,0.61042927
saves,0.617658001,saves,0.610685199,saves,0.620907797
hundreds,0.655742406,hundreds,0.642853648,hundreds,0.656782934
jim,0.593600481,jim,0.527705897,jim,0.595266383
persons,0.623045753,persons,0.615022818,persons,0.623613357
explores,0.678528555,explores,0.653540625,explores,0.679703538
bore,0.59729334,bore,0.587944684,bore,0.597870922
thrilled,0.681156368,thrilled,0.647878128,thrilled,0.681990483
titled,0.618436342,titled,0.606678969,titled,0.619618019
shadow,0.529160566,shadow,0.516569418,shadow,0.530987832
reflect,0.709255612,reflect,0.645635584,reflect,0.710308935
happiness,0.680869634,happiness,0.644332375,happiness,0.681594877
jumps,0.655331425,jumps,0.627749054,jumps,0.65672613
darkness,0.579974162,darkness,0.538916624,darkness,0.57784136
mrs,0.648399501,mrs,0.575397752,mrs,0.650130782
characterization,0.626441172,characterization,0.621905984,characterization,0.626155057
planned,0.672854426,planned,0.63707215,planned,0.672620052
scott,0.7110899,scott,0.538443486,scott,0.713784564
option,0.614084392,option,0.589557686,option,0.615759854
argue,0.638217269,argue,0.617660095,argue,0.638890546
millions,0.657951163,millions,0.610894417,millions,0.659480309
notion,0.644962744,notion,0.63232335,notion,0.645568623
connected,0.669278544,connected,0.621373913,connected,0.659846879
discuss,0.672779788,discuss,0.642399727,discuss,0.672188203
queen,0.691268479,queen,0.576745145,queen,0.687944135
reached,0.624116239,reached,0.606908721,reached,0.624199047
intimate,0.710757547,intimate,0.661416892,intimate,0.710782676
asleep,0.660714502,asleep,0.636077652,asleep,0.661097396
knock,0.585553926,knock,0.574726102,knock,0.585948599
technically,0.64017147,technically,0.638332563,technically,0.641035784
enters,0.640492117,enters,0.629295268,enters,0.641222354
sons,0.693969511,sons,0.58376558,sons,0.694885416
sucked,0.678427349,sucked,0.636680783,sucked,0.679530723
satire,0.849993903,satire,0.712541234,satire,0.850683987
craft,0.605620271,craft,0.575611099,craft,0.60912479
mike,0.608325569,mike,0.535021229,mike,0.606919401
altogether,0.626011844,altogether,0.618358431,altogether,0.628691779
causing,0.660873143,causing,0.638756113,causing,0.66194367
outcome,0.662042202,outcome,0.641393949,outcome,0.664004479
purely,0.621143342,purely,0.621110728,purely,0.622261902
ratio,0.695656593,ratio,0.596385545,ratio,0.690736829
stereotypical,0.68395614,stereotypical,0.619049734,stereotypical,0.68428182
serving,0.643670155,serving,0.62064957,serving,0.644180795
charisma,0.665570429,charisma,0.644042153,charisma,0.665494141
mary,0.663492975,mary,0.560774879,mary,0.664754623
naive,0.679035022,naive,0.638034121,naive,0.679720546
tons,0.647903284,tons,0.632425394,tons,0.647797981
demonstrates,0.646157987,demonstrates,0.641877472,demonstrates,0.646277829
segment,0.659072646,segment,0.584301219,segment,0.663308944
scream,0.612214894,scream,0.599806622,scream,0.627394755
pulling,0.628219826,pulling,0.617361563,pulling,0.627994335
flash,0.599860365,flash,0.535705405,flash,0.599383678
pays,0.622902645,pays,0.605827334,pays,0.623084958
newly,0.648282161,newly,0.621361802,newly,0.648445265
fool,0.548560185,fool,0.537502912,fool,0.548346303
owned,0.668682109,owned,0.62621922,owned,0.669235732
charismatic,0.673118976,charismatic,0.651243381,charismatic,0.67427899
teeth,0.629298323,teeth,0.600367116,teeth,0.630287371
cartoon,0.750680296,cartoon,0.707268262,cartoon,0.748181757
recommendation,0.613603076,recommendation,0.60828185,recommendation,0.61457353
challenging,0.749632106,challenging,0.64503226,challenging,0.752768381
mindless,0.719422716,mindless,0.675049468,mindless,0.720915952
wishes,0.60205103,wishes,0.598145008,wishes,0.602919972
messages,0.688839139,messages,0.631828011,messages,0.689874668
van,0.734232423,van,0.529507222,van,0.736247623
wondered,0.60985326,wondered,0.60097688,wondered,0.610431937
affection,0.688396199,affection,0.655437462,affection,0.689339823
mothers,0.74532027,mothers,0.629450602,mothers,0.744479609
object,0.607836544,object,0.592135998,object,0.608827109
brilliance,0.663170948,brilliance,0.629538287,brilliance,0.663119338
talked,0.63842031,talked,0.618184248,talked,0.638233666
misses,0.624005766,misses,0.612740801,misses,0.624389082
gay,0.906270208,gay,0.569548169,gay,0.911093763
england,0.80265151,england,0.662078205,england,0.802718129
centered,0.658059761,centered,0.632428945,centered,0.659225539
chilling,0.764286191,chilling,0.711090137,chilling,0.764901088
forms,0.623853387,forms,0.60918954,forms,0.624381162
hooked,0.716198277,hooked,0.620181838,hooked,0.717058098
blows,0.621420231,blows,0.623206262,blows,0.622301582
nights,0.585469296,nights,0.533701818,nights,0.585464955
remote,0.650481586,remote,0.610849391,remote,0.651814781
abilities,0.642438066,abilities,0.621392229,abilities,0.639476699
thousands,0.675633494,thousands,0.669928139,thousands,0.67631551
contained,0.602447314,contained,0.59298998,contained,0.603671493
honesty,0.690420434,honesty,0.64628167,honesty,0.691819427
forgive,0.607846455,forgive,0.585441332,forgive,0.607257926
crash,0.696911727,crash,0.57625284,crash,0.703723456
rocks,0.630949984,rocks,0.604235814,rocks,0.631415771
appreciation,0.647058366,appreciation,0.628015435,appreciation,0.644306292
suited,0.632318717,suited,0.617075713,suited,0.631041129
murdered,0.765463222,murdered,0.717655578,murdered,0.768627474
engrossing,0.70730916,engrossing,0.653453096,engrossing,0.708697431
tongue,0.694199856,tongue,0.647819292,tongue,0.695607177
recorded,0.673925565,recorded,0.624504573,recorded,0.67430407
demand,0.641560227,demand,0.611692315,demand,0.642257338
rings,0.676639435,rings,0.573768697,rings,0.67762812
strictly,0.609769592,strictly,0.602389395,strictly,0.61030772
planning,0.659509885,planning,0.602657893,planning,0.661663007
attempted,0.62586442,attempted,0.628191378,attempted,0.627768587
underlying,0.642292196,underlying,0.630218098,underlying,0.644350678
homage,0.733712625,homage,0.6299519,homage,0.73473705
kiss,0.582296107,kiss,0.537029763,kiss,0.583338652
seeks,0.650369092,seeks,0.621785566,seeks,0.651501596
scripted,0.635689277,scripted,0.615989122,scripted,0.634027308
hollywoods,0.694253025,hollywoods,0.645339162,hollywoods,0.696343707
ice,0.611050589,ice,0.50343303,ice,0.615811548
threat,0.680899323,threat,0.620924386,threat,0.683512611
horrific,0.741391059,horrific,0.703348338,horrific,0.743941015
gifted,0.652215097,gifted,0.631773135,gifted,0.653941601
faithful,0.726201421,faithful,0.63672825,faithful,0.727937829
precious,0.622000623,precious,0.59615179,precious,0.622517908
believing,0.663233041,believing,0.626380922,believing,0.663829196
gross,0.736730233,gross,0.629411462,gross,0.737367434
hat,0.602085013,hat,0.578470629,hat,0.605781513
subjects,0.667603007,subjects,0.640651832,subjects,0.66845765
costs,0.651761954,costs,0.617948608,costs,0.652639284
remotely,0.653868268,remotely,0.635075901,remotely,0.654214855
daring,0.678186519,daring,0.638665578,daring,0.680686258
tune,0.686916364,tune,0.676664123,tune,0.687097321
sing,0.794764911,sing,0.725731568,sing,0.798303748
goodness,0.627130846,goodness,0.613524585,goodness,0.626591389
stranger,0.566884623,stranger,0.538358384,stranger,0.567652844
resulting,0.615973931,resulting,0.614117243,resulting,0.617761146
subsequent,0.653384114,subsequent,0.64168761,subsequent,0.654136664
onscreen,0.630638028,onscreen,0.614427772,onscreen,0.631552496
concern,0.644912718,concern,0.634275853,concern,0.644605403
lol,0.672621947,lol,0.628377594,lol,0.669059909
universe,0.653639631,universe,0.614100914,universe,0.654700404
eager,0.62072447,eager,0.617072328,eager,0.621483541
cgi,0.7647902,cgi,0.697358783,cgi,0.766902522
scripts,0.640662695,scripts,0.625160794,scripts,0.640213493
tie,0.639598434,tie,0.619888389,tie,0.639352465
redemption,0.716121223,redemption,0.608544214,redemption,0.717754064
complaints,0.636723207,complaints,0.622342205,complaints,0.638089355
listed,0.608027783,listed,0.59695411,listed,0.608128939
silver,0.526685018,silver,0.516553091,silver,0.526738918
informative,0.739336525,informative,0.692777037,informative,0.738782898
nowadays,0.633895609,nowadays,0.621402946,nowadays,0.634400556
depicts,0.690770135,depicts,0.689923609,depicts,0.691640385
capturing,0.66312844,capturing,0.631526949,capturing,0.660672223
directorial,0.675672998,directorial,0.633334907,directorial,0.676798245
attracted,0.675050272,attracted,0.652736279,attracted,0.675954339
stylish,0.657523329,stylish,0.601070065,stylish,0.657946088
enhanced,0.679789226,enhanced,0.641183617,enhanced,0.68072395
techniques,0.646118983,techniques,0.589372162,techniques,0.642497664
dig,0.611869125,dig,0.602370285,dig,0.613122252
jerry,0.57271576,jerry,0.490177327,jerry,0.57226482
costume,0.724698325,costume,0.679435504,costume,0.723297379
developing,0.645864315,developing,0.631446479,developing,0.647167378
formulaic,0.755705181,formulaic,0.649669926,formulaic,0.756375245
constructed,0.643567211,constructed,0.630246213,constructed,0.644186396
singer,0.774468879,singer,0.712280219,singer,0.776702992
photographed,0.650927159,photographed,0.625988325,photographed,0.652019477
showcase,0.634652195,showcase,0.616883659,showcase,0.634978577
adequate,0.625387902,adequate,0.624624481,adequate,0.626212319
wanna,0.633523546,wanna,0.612836142,wanna,0.635127094
training,0.740461749,training,0.640848091,training,0.743900073
prevent,0.653149959,prevent,0.632353826,prevent,0.652678772
accidentally,0.649263182,accidentally,0.637676763,accidentally,0.651530142
masterful,0.672252453,masterful,0.642711397,masterful,0.672108865
ticket,0.559633948,ticket,0.535438176,ticket,0.559954497
facing,0.668788541,facing,0.591262283,facing,0.668292
sci,0.876409361,sci,0.831736825,sci,0.880152733
dedicated,0.645434448,dedicated,0.634245912,dedicated,0.647912919
incident,0.643996373,incident,0.614462972,incident,0.645054517
funnier,0.844094691,funnier,0.80802715,funnier,0.844310204
interpretation,0.713027266,interpretation,0.644903529,interpretation,0.713002731
ultra,0.624954843,ultra,0.605441734,ultra,0.6251166
hospital,0.783072966,hospital,0.584560289,hospital,0.785831484
ass,0.645801181,ass,0.564232535,ass,0.646842468
competent,0.645918319,competent,0.627623466,competent,0.643831664
clips,0.710977985,clips,0.680439438,clips,0.715088076
split,0.577911664,split,0.563016332,split,0.577834746
achievement,0.700759183,achievement,0.640798921,achievement,0.695564132
sounded,0.631250604,sounded,0.61331569,sounded,0.631672619
summary,0.616099154,summary,0.606525202,summary,0.616755344
shelf,0.637415124,shelf,0.623052051,shelf,0.638279229
