,acc,f1,kappa,prec,recall
methods,0.774073544,0.448287911,0.334206829,0.319313091,0.752051583
hilariously,0.778723709,0.46218049,0.350750071,0.328472565,0.779472141
achieves,0.754185148,0.421353991,0.299642151,0.295395514,0.734586025
respects,0.770353413,0.43802521,0.322183206,0.311892296,0.735449735
severely,0.75647446,0.425775978,0.305247128,0.298486282,0.742352941
restaurant,0.767491773,0.442920809,0.326954494,0.312454655,0.760447322
covering,0.770067249,0.439092496,0.323379651,0.312081369,0.74043555
significance,0.769351839,0.434187434,0.317795826,0.309327332,0.728075338
kitchen,0.76727715,0.441161312,0.325006253,0.311423721,0.756183746
remastered,0.850550866,0.580942828,0.501031888,0.440389294,0.853270477
devastating,0.802046072,0.485592117,0.383090013,0.354602226,0.77004717
animation,0.866289884,0.590221443,0.516545364,0.469644103,0.794100295
pops,0.743668622,0.406296603,0.280929934,0.282423405,0.723730815
exotic,0.797682072,0.481671554,0.377703725,0.349189476,0.776137035
inducing,0.770782658,0.443556791,0.328766731,0.314145141,0.754282339
substantial,0.753326656,0.409993155,0.287378165,0.288605155,0.70761961
deserving,0.772285019,0.435337946,0.320106287,0.311105477,0.724748966
products,0.77378738,0.439957492,0.32562091,0.314112291,0.734042553
investigation,0.838388897,0.546112116,0.459820977,0.413572733,0.80366647
explosive,0.798325941,0.474361365,0.369993018,0.346405229,0.752217623
sleazy,0.798182859,0.486624204,0.383336215,0.351472135,0.790656416
destroying,0.795106596,0.475457875,0.3703255,0.344297082,0.768047337
compliment,0.772070396,0.436903499,0.321958832,0.311413454,0.731793961
pleasures,0.746744885,0.416034312,0.292735114,0.288360393,0.746595619
adolescent,0.799899843,0.484043534,0.381072062,0.351554126,0.776791001
characterizations,0.764272428,0.436077358,0.319091302,0.306692345,0.754292481
directions,0.76298469,0.421915896,0.303190114,0.29903537,0.716232227
vaguely,0.75003577,0.40779661,0.284413439,0.285612536,0.712677725
nod,0.780512234,0.454868515,0.343940032,0.324873096,0.758293839
loads,0.783660037,0.453757225,0.343597728,0.326318524,0.744516894
diverse,0.764558592,0.433270191,0.316257294,0.305191655,0.746587537
offended,0.806624696,0.491821771,0.391609136,0.359933957,0.776261128
advertising,0.758119903,0.418372613,0.298222671,0.294573643,0.721661721
intact,0.779296037,0.450578807,0.339138198,0.321719227,0.751633987
employed,0.762412362,0.424336973,0.305965203,0.299559471,0.727272727
skeptical,0.79896981,0.482885536,0.379831828,0.349680171,0.780023781
vastly,0.759979969,0.426201471,0.307481348,0.299159664,0.74078478
tones,0.766919445,0.435355286,0.319386119,0.307090465,0.747619048
cameos,0.784804693,0.465909091,0.357543243,0.331983806,0.780952381
tech,0.816497353,0.497944803,0.401364573,0.370953631,0.757142857
mighty,0.760266132,0.421543242,0.302503672,0.296863603,0.726785714
psychotic,0.808627844,0.498782087,0.399946875,0.36395953,0.792261905
dating,0.781370725,0.455646598,0.345379547,0.325114387,0.761309524
ordering,0.775647446,0.451364591,0.339257082,0.319544216,0.768314473
fetched,0.7911003,0.466569236,0.360015765,0.336406744,0.76102503
hire,0.769638003,0.439610164,0.32484957,0.310471976,0.752681764
moviegoers,0.77307197,0.448539638,0.335549138,0.316642121,0.768772348
gained,0.760766919,0.42305038,0.304391659,0.297717339,0.730631704
offbeat,0.80834168,0.492517522,0.39316451,0.360910605,0.775193798
jealous,0.757404493,0.419846022,0.300087986,0.294385797,0.731663685
dissapointed,0.806266991,0.490210843,0.390060862,0.358184319,0.776386404
conventions,0.76226928,0.434767818,0.31786358,0.303996194,0.762985075
stopping,0.769065675,0.432688928,0.317223612,0.306600249,0.734925373
kicked,0.765345543,0.424964937,0.307783289,0.300819062,0.72358209
flashy,0.788739448,0.463968052,0.356707065,0.333246415,0.76344086
rob,0.772499642,0.437566325,0.323506939,0.31080402,0.738948626
embarrassed,0.758763772,0.423195347,0.304272575,0.296500479,0.738948626
montage,0.758477608,0.423694094,0.304756331,0.296606119,0.741338112
remove,0.765631707,0.42364532,0.306450577,0.300249377,0.719235364
yesterday,0.764844756,0.423434485,0.306119938,0.299578059,0.721889952
confront,0.761410788,0.427860697,0.310167665,0.299975944,0.745813397
equipment,0.787952497,0.46010929,0.352358791,0.330801467,0.755382775
biting,0.784733152,0.456172059,0.347192363,0.326858327,0.754784689
witch,0.795464301,0.473189608,0.368690184,0.341944075,0.767942584
grateful,0.75504364,0.418280666,0.298106889,0.292052195,0.73668462
intentionally,0.767849478,0.432989691,0.317446679,0.305774926,0.741472172
heights,0.765703248,0.430929626,0.314745684,0.303475281,0.742959856
tame,0.740878523,0.399933731,0.274605289,0.276391115,0.723187537
relentless,0.782801545,0.450199203,0.34031571,0.322522055,0.745203837
heartwarming,0.851123194,0.57365294,0.494188761,0.435729847,0.839328537
attitudes,0.768421806,0.435177107,0.320146708,0.306916072,0.747601918
tightly,0.770568035,0.439629565,0.32563322,0.310157791,0.75464907
trend,0.789812563,0.45612736,0.348765614,0.329764454,0.739495798
avoids,0.763127772,0.43100189,0.314355104,0.301950397,0.75270108
proving,0.767134068,0.425216316,0.308997952,0.301150575,0.723123123
weaknesses,0.764630133,0.425628492,0.308833024,0.300024612,0.732132132
suspend,0.80190299,0.47862926,0.376768999,0.348410088,0.764281419
guessed,0.747245672,0.407512997,0.284793929,0.28255814,0.730607336
franchise,0.859779654,0.577950043,0.501866088,0.450184502,0.806975346
complaining,0.782658463,0.446630237,0.336636749,0.320271682,0.737665463
shed,0.775361282,0.442273535,0.329976191,0.313760081,0.749097473
chinese,0.807268565,0.486857143,0.38727685,0.356187291,0.768953069
vote,0.767062527,0.427969079,0.312208945,0.302158273,0.733293197
regarded,0.762197739,0.427488805,0.310553424,0.29932465,0.747590361
error,0.764487051,0.425880712,0.309326111,0.299705449,0.735542169
liberal,0.795965088,0.468901304,0.364684581,0.339261655,0.758890898
emerge,0.74710259,0.407773496,0.285269808,0.282366589,0.733574442
france,0.825153813,0.516422636,0.424720154,0.384275618,0.787092883
flashes,0.755472886,0.408036024,0.287606989,0.286130678,0.710923355
knife,0.780941479,0.443677326,0.333177536,0.317390174,0.736873868
threatened,0.752110459,0.416175232,0.295837969,0.288686302,0.745322873
miracle,0.771140363,0.435105068,0.321320677,0.307461942,0.743961353
hugely,0.757332952,0.424694708,0.306584544,0.295213393,0.756495468
fascination,0.767491773,0.432611732,0.317730108,0.30419838,0.748640483
supply,0.753970525,0.413840123,0.293781179,0.288224122,0.733534743
charms,0.765917871,0.431154381,0.315792806,0.302586628,0.749697703
assuming,0.765059379,0.426675978,0.310692727,0.299877301,0.739261948
nuanced,0.792030333,0.470588235,0.365734927,0.336633663,0.781609195
concepts,0.807268565,0.488221884,0.389108174,0.355857103,0.777374471
eventual,0.766633281,0.424691358,0.308886761,0.299726164,0.728372656
nick,0.747031049,0.408101774,0.285948064,0.282110623,0.737447066
commentaries,0.813850336,0.50626186,0.410582376,0.368813934,0.807017544
delicate,0.783803119,0.453526221,0.344944783,0.323362558,0.759079903
hurts,0.759121477,0.415755683,0.297264592,0.291413281,0.725181598
claimed,0.767420232,0.432338048,0.317609341,0.303729146,0.749848577
assembled,0.761768493,0.419253575,0.301810623,0.294391379,0.72804361
pause,0.775647446,0.432911392,0.320280847,0.308584687,0.725015142
vice,0.759049936,0.413240418,0.294521137,0.290046466,0.718352514
advanced,0.801974531,0.474563402,0.372842166,0.345590268,0.757116899
classical,0.786163972,0.458023572,0.350574632,0.326778784,0.765454545
shell,0.769709544,0.43197459,0.317812699,0.304705004,0.741818182
unfunny,0.869723852,0.600920447,0.530098905,0.470648816,0.830909091
deny,0.761339247,0.419826087,0.302493633,0.294246709,0.732402913
newspaper,0.7752182,0.442116477,0.330431776,0.3125,0.755461165
unfamiliar,0.763199313,0.418686336,0.301731964,0.294539165,0.723740134
kicking,0.784518529,0.447947214,0.339239836,0.320819113,0.74195507
ignorant,0.785877808,0.460234445,0.353197749,0.327095617,0.776155718
clip,0.761911575,0.417570879,0.300344549,0.293120393,0.7256691
wannabe,0.763270854,0.423418714,0.307174897,0.296630859,0.739500913
couples,0.806767778,0.483655133,0.384390225,0.352564103,0.769933049
convinces,0.75432823,0.417175832,0.298253123,0.289176471,0.748477467
extensive,0.780154529,0.440356948,0.330067527,0.314025974,0.736745887
shipped,0.793818858,0.468461822,0.364390497,0.335889976,0.773918342
hunter,0.76584633,0.426091531,0.310889184,0.299040118,0.740853659
iron,0.758334526,0.411087866,0.292700367,0.28763113,0.720219914
empire,0.803906138,0.476808551,0.376382264,0.346751805,0.762981063
nude,0.805050794,0.481051228,0.381315982,0.349474267,0.771533293
tool,0.77807984,0.442286947,0.331849423,0.313375796,0.751374465
anytime,0.774431249,0.437867713,0.326088728,0.309164149,0.750152718
lift,0.743096294,0.397382111,0.274058361,0.273947247,0.723274282
masses,0.780512234,0.444605358,0.335051144,0.315843621,0.750611247
neighbors,0.779367578,0.442516269,0.332469848,0.314168378,0.748166259
beliefs,0.82637001,0.517399085,0.426885967,0.383436487,0.795232274
signature,0.764844756,0.428049417,0.313067772,0.299124514,0.752293578
hood,0.78745171,0.45275373,0.345801529,0.323932525,0.751681957
activity,0.760623837,0.417479109,0.300401677,0.291798491,0.733333333
mentions,0.750536557,0.407677934,0.28730059,0.282153774,0.734394125
firm,0.772428101,0.433279886,0.320694805,0.305604423,0.744186047
outer,0.807197024,0.478824212,0.379613145,0.350014136,0.757649939
chest,0.754256689,0.416312659,0.297708782,0.28816749,0.749694002
respectable,0.75146659,0.40288759,0.2822014,0.280114723,0.717258262
coast,0.773429675,0.44016263,0.328567484,0.309393638,0.76240049
hopeless,0.762483903,0.421401185,0.305272903,0.294518879,0.740355175
painted,0.768636429,0.426799007,0.312687841,0.30032427,0.737293325
elderly,0.763127772,0.422869095,0.307045076,0.295565302,0.742804654
inferior,0.777936758,0.439306358,0.328727388,0.311555214,0.744641764
resolved,0.76942338,0.43026339,0.316744557,0.302360248,0.745710784
rolls,0.743310917,0.387295082,0.263304395,0.268338855,0.695705521
expose,0.78101302,0.448369076,0.339589586,0.317427915,0.763190184
customer,0.780011447,0.455077087,0.346727862,0.31996013,0.787730061
dilemma,0.774073544,0.439076377,0.3277196,0.308922769,0.758747698
doubts,0.771712691,0.435321182,0.323064756,0.305741984,0.755528256
destructive,0.789454858,0.458708847,0.353150016,0.327382515,0.765970516
defend,0.79539276,0.461393597,0.357638874,0.33269962,0.752457002
height,0.745957934,0.400675105,0.278960179,0.276110723,0.7300123
palpable,0.77593361,0.442902882,0.332527105,0.311561562,0.765682657
minimum,0.759622264,0.407407407,0.289514132,0.285608309,0.710332103
harvey,0.829517814,0.521389837,0.432473134,0.387116016,0.798277983
unwatchable,0.756975247,0.416222719,0.298699869,0.288745827,0.745230769
bottle,0.75432823,0.406087859,0.286880662,0.282415203,0.722461538
noticeable,0.77664902,0.437477477,0.326778692,0.309299363,0.747076923
sadistic,0.803834597,0.481467474,0.381961123,0.347434498,0.783866995
slightest,0.751895836,0.407584558,0.288045154,0.282033097,0.734605911
click,0.771569609,0.429923228,0.317280453,0.302740759,0.74137931
ryan,0.780583775,0.438792315,0.329248826,0.312158292,0.738300493
suspicious,0.77593361,0.44250623,0.332186709,0.311216825,0.765394089
juvenile,0.796322793,0.467153285,0.364386051,0.335483871,0.768946396
warming,0.821719845,0.510797016,0.418837485,0.374819937,0.801601972
literature,0.814923451,0.502021174,0.407399302,0.36506159,0.8034504
unfair,0.764558592,0.418653948,0.303239506,0.29346211,0.73012939
demise,0.772642724,0.437123627,0.325518952,0.306736266,0.760320394
jaded,0.770424953,0.42971388,0.31687412,0.301872659,0.745376079
distraction,0.763557018,0.415974554,0.30009911,0.291553134,0.725647349
atrocious,0.770353413,0.439594972,0.327760475,0.306624452,0.776202219
celluloid,0.757332952,0.410906565,0.293109659,0.285956007,0.729796422
keen,0.747245672,0.398433509,0.27703327,0.275164628,0.721776681
depths,0.776148233,0.438542975,0.328020107,0.309210526,0.753855645
wisely,0.757833739,0.414258522,0.296931709,0.287878788,0.738433066
sells,0.750679639,0.404171653,0.284155393,0.279564806,0.729179519
accused,0.79753899,0.464826021,0.362294327,0.335059978,0.758641975
civil,0.820217485,0.501883053,0.408896149,0.369527145,0.781964175
relations,0.769494921,0.429532578,0.316603078,0.301067262,0.749227918
tunes,0.806481614,0.480905776,0.382266949,0.348830735,0.773934527
obligatory,0.774002003,0.436194896,0.325064319,0.306649937,0.755253399
tossed,0.758119903,0.408605912,0.290905716,0.284947548,0.721878863
fought,0.817928173,0.498719716,0.404847996,0.366001735,0.782447466
sidekick,0.790027186,0.463535003,0.359075818,0.329008822,0.784168213
remarks,0.76155387,0.418223076,0.302426353,0.291271578,0.741336634
options,0.772785806,0.433261956,0.321641863,0.30441324,0.751237624
strangers,0.769208757,0.424339757,0.310962422,0.298144433,0.735767327
shorter,0.774431249,0.430969139,0.319514944,0.304203822,0.738861386
strip,0.752968951,0.404552509,0.285360187,0.280420751,0.725866337
snow,0.780369152,0.442223837,0.333382546,0.312933916,0.753560372
washington,0.782801545,0.442731278,0.334543298,0.314636055,0.746749226
coffee,0.760552296,0.410220264,0.293408668,0.286699507,0.720743034
pale,0.765345543,0.421516755,0.306990685,0.294697904,0.73993808
twelve,0.741093146,0.394106814,0.271239276,0.270078017,0.72879257
generate,0.764773215,0.423764458,0.309391212,0.295454545,0.749070632
pulp,0.80476463,0.484218484,0.385616974,0.348381833,0.793680297
horrifying,0.828015453,0.516297787,0.426968766,0.382186476,0.795412275
cousin,0.74281013,0.394271272,0.27190172,0.270708006,0.725356479
stunt,0.80476463,0.472249081,0.372621288,0.34317032,0.756974582
pursue,0.755687509,0.407426687,0.2893677,0.282823416,0.728287841
instances,0.771283445,0.424689581,0.312043035,0.299112801,0.732009926
detract,0.773429675,0.427822945,0.316007431,0.301809839,0.734491315
celebrity,0.7982544,0.467522659,0.365848325,0.335865437,0.768944099
criminals,0.846759193,0.549052632,0.468074854,0.415154409,0.810441268
stream,0.761911575,0.414290743,0.298529367,0.288976185,0.731510255
insanity,0.808842467,0.481768813,0.384287952,0.35005637,0.77238806
beast,0.802761482,0.470926885,0.370840515,0.340549542,0.763059701
enhance,0.782014594,0.440814828,0.332570871,0.31267899,0.746890547
mentioning,0.765345543,0.421516755,0.307349356,0.294190054,0.743159204
weakest,0.768994134,0.42205119,0.308791509,0.296305604,0.733208955
bride,0.778509086,0.446549875,0.338025559,0.313346713,0.776741294
operation,0.799899843,0.470365461,0.36950928,0.33805117,0.772868699
roller,0.793818858,0.459489872,0.356049675,0.32885906,0.762289981
representation,0.779796824,0.432731294,0.323202155,0.307410317,0.730553827
matches,0.760552296,0.415371179,0.29957046,0.288662297,0.740348692
designer,0.779868365,0.442471462,0.333958612,0.3120368,0.760273973
glance,0.759979969,0.408393581,0.291731625,0.284870849,0.721046077
corporate,0.822220632,0.50309938,0.411293711,0.370435807,0.783800623
doom,0.78602089,0.445597776,0.33895285,0.317150396,0.748909657
affairs,0.77307197,0.428262437,0.316747958,0.301293431,0.740186916
rooms,0.764773215,0.414738341,0.299944866,0.29023418,0.726309227
connections,0.783731578,0.439666358,0.331926646,0.312846215,0.739401496
filling,0.76155387,0.414132536,0.298586507,0.288301517,0.734872115
arrested,0.779939906,0.441742287,0.33331727,0.311492193,0.759201497
amateurish,0.73916154,0.388255034,0.26501962,0.26554969,0.721771678
riot,0.790814137,0.461510129,0.357723444,0.327324974,0.782147316
outright,0.76441551,0.414161181,0.29937981,0.289552239,0.727045597
dennis,0.741450851,0.396862483,0.275190091,0.270781143,0.742660837
drunken,0.789741022,0.456847163,0.352435392,0.324324324,0.7725
midnight,0.742881671,0.393724696,0.272054952,0.269639556,0.729375
trek,0.801688367,0.461747573,0.360891884,0.334929577,0.743125
combat,0.855558735,0.560418027,0.483342198,0.430003341,0.804375
winter,0.776792102,0.43519189,0.325552213,0.306242038,0.751719825
refused,0.766990986,0.421800107,0.308502673,0.294496777,0.742964353
penny,0.763914723,0.413229018,0.298339305,0.288695652,0.72670419
youthful,0.767062527,0.428571429,0.316046197,0.297804878,0.7640801
sublime,0.776863643,0.436495032,0.327099732,0.306754698,0.756418284
choosing,0.771354986,0.421224194,0.309042167,0.29623026,0.728696742
derivative,0.789240235,0.45282318,0.348082495,0.321805702,0.763784461
experiment,0.798039777,0.461567805,0.359889387,0.331779545,0.758145363
experiencing,0.777221348,0.437296711,0.328115164,0.30726257,0.758145363
pot,0.777650594,0.436343852,0.327169331,0.30704441,0.753759398
icon,0.780369152,0.439985407,0.331823953,0.310344828,0.755639098
function,0.771784232,0.425432277,0.313823582,0.298458428,0.740438871
stunned,0.772428101,0.427980579,0.31683011,0.299974792,0.746549561
studies,0.783302332,0.444118187,0.337214128,0.31379668,0.759573132
informed,0.761768493,0.408315565,0.292738964,0.284758364,0.721280603
escaped,0.772070396,0.425739005,0.314328278,0.298609355,0.741368487
describing,0.751967377,0.406233944,0.288322798,0.279255945,0.744974874
