,acc,f1,kappa,prec,recall
deceit,0.833953355,0.314732802,0.257644641,0.196172249,0.795522388
blur,0.790456432,0.261658684,0.197739389,0.157415833,0.774626866
goose,0.788095579,0.248985801,0.184053107,0.149969456,0.732835821
signal,0.78745171,0.251071339,0.186235481,0.151046406,0.743283582
trimmed,0.795249678,0.265023112,0.201739781,0.16,0.771300448
shouts,0.754972099,0.226338378,0.157913328,0.133315593,0.748878924
gears,0.776720561,0.244492859,0.178600116,0.14586944,0.754857997
sample,0.760910001,0.231370745,0.163630033,0.136721935,0.75186846
welles,0.809271713,0.284487386,0.223505317,0.173372588,0.792227205
grandiose,0.811417942,0.289104639,0.228585937,0.176373807,0.801195815
immoral,0.810988697,0.287486516,0.226830063,0.17538664,0.79671151
translates,0.761696952,0.235483131,0.16807731,0.139099783,0.766816143
underwritten,0.789812563,0.2655,0.201879961,0.159411588,0.793721973
fund,0.776291315,0.24230676,0.17623681,0.14459225,0.747384155
unravels,0.816783517,0.285634589,0.225318583,0.17558299,0.765321375
charts,0.780726856,0.245259788,0.179672249,0.146816038,0.744394619
dumbest,0.816855058,0.301691217,0.24240667,0.184517851,0.826606876
comforting,0.777435971,0.24764208,0.182010666,0.147720716,0.765321375
distractions,0.780154529,0.251400731,0.186197341,0.150174622,0.771300448
fundamentally,0.769566462,0.245137099,0.178947201,0.145318144,0.782934132
topless,0.838460438,0.333530106,0.278138936,0.207720588,0.845808383
lows,0.796251252,0.26974359,0.206925904,0.162747525,0.78742515
glue,0.763986264,0.234393131,0.167129031,0.13869816,0.755988024
everybodys,0.776935184,0.243937924,0.178106699,0.145543981,0.752994012
gorgeously,0.81270568,0.292814695,0.232711242,0.178642057,0.811377246
sunk,0.790957218,0.257998984,0.194115527,0.155304188,0.76161919
tiring,0.77307197,0.239693193,0.173419749,0.142653352,0.749625187
forties,0.799184433,0.270340525,0.207848597,0.163522013,0.779610195
societys,0.807340106,0.278982597,0.217652256,0.169817471,0.781109445
techno,0.838102733,0.320624437,0.264485859,0.20045045,0.8005997
burton,0.788024038,0.251578681,0.187066756,0.15127582,0.746626687
qualifies,0.751895836,0.222421525,0.153736099,0.130767203,0.743628186
vanished,0.771569609,0.236307104,0.169708858,0.140580535,0.740629685
omitted,0.815495779,0.295547665,0.235911974,0.180694723,0.811094453
touted,0.769280298,0.244907516,0.178860726,0.145076283,0.785285285
reccommend,0.789955645,0.262311558,0.198733762,0.157513579,0.783783784
humiliation,0.793461153,0.264083609,0.200859649,0.159042063,0.777777778
photograph,0.779939906,0.254844961,0.190120739,0.151935298,0.78978979
tracy,0.7911003,0.263370333,0.199939721,0.158277744,0.783783784
imposing,0.783373873,0.250123824,0.185292943,0.149762752,0.758258258
miraculous,0.795535842,0.2675551,0.204704573,0.16131026,0.783783784
prequel,0.847331521,0.338909542,0.284819077,0.213505074,0.821321321
additions,0.824295321,0.304249292,0.24595082,0.1875,0.806306306
viable,0.759693805,0.229763816,0.162113007,0.135588633,0.752252252
unlucky,0.77235656,0.244539411,0.178733725,0.145193121,0.77443609
bogus,0.777936758,0.240332844,0.17457642,0.143525285,0.738345865
reserve,0.76441551,0.232221963,0.165098562,0.137417219,0.74887218
ubiquitous,0.742023179,0.208516242,0.138510422,0.122076587,0.714285714
seminal,0.80548004,0.279735099,0.218472671,0.16977492,0.793984962
hitch,0.806123909,0.280021254,0.218824684,0.170054856,0.792481203
mac,0.769709544,0.234118487,0.167434183,0.139061617,0.739849624
employer,0.803906138,0.279632063,0.218248773,0.169426752,0.8
sprawling,0.813635713,0.293080054,0.23329325,0.178807947,0.812030075
favorable,0.769566462,0.236910685,0.170411599,0.140607424,0.751879699
confrontations,0.768421806,0.241742797,0.175513726,0.143174251,0.77593985
concentrated,0.759765346,0.228045977,0.160368601,0.134599729,0.745864662
stressed,0.771211904,0.243614002,0.177676886,0.144541117,0.77443609
campbell,0.745027901,0.214977974,0.145589204,0.125935484,0.733834586
hamlet,0.798111318,0.276781138,0.214802667,0.166821131,0.812030075
sergeant,0.861138933,0.360039565,0.308743389,0.230476995,0.822289157
custody,0.794462727,0.267652307,0.204898251,0.16109236,0.790662651
elected,0.845328373,0.328154133,0.273363666,0.206734534,0.795180723
prolific,0.747889541,0.215843347,0.14675713,0.126631854,0.730421687
coke,0.791744169,0.266196118,0.203162982,0.159854678,0.795180723
keith,0.751752754,0.217410916,0.148638771,0.127851459,0.725903614
identities,0.785162398,0.255762082,0.191681726,0.153024911,0.778280543
leisurely,0.79753899,0.263020833,0.200253006,0.158954989,0.761689291
grangers,0.904135069,0.482625483,0.443336266,0.32433835,0.942684766
shrink,0.788024038,0.256461731,0.192613117,0.153822998,0.770739065
platform,0.762698526,0.230929747,0.163798816,0.136438356,0.751131222
propelled,0.774645872,0.243152331,0.177561392,0.144612746,0.763197587
draft,0.775647446,0.246153846,0.180829496,0.14641121,0.77224736
alienated,0.807340106,0.281675113,0.220832205,0.171095269,0.79638009
software,0.84439834,0.334251607,0.279795558,0.209677419,0.823529412
meager,0.75003577,0.216943075,0.148140242,0.127401948,0.730015083
betrays,0.782515381,0.251231527,0.186676297,0.15013247,0.769230769
utilizes,0.775575905,0.242087461,0.17656642,0.144089733,0.756797583
sheds,0.763342395,0.233549583,0.166727986,0.137931034,0.761329305
cowboys,0.861353556,0.354,0.302512394,0.227117194,0.802114804
instrument,0.797181285,0.26725252,0.204820349,0.161209853,0.780966767
outraged,0.792745743,0.263037395,0.200024173,0.15815234,0.780966767
superhero,0.844612963,0.333333333,0.278909879,0.209167951,0.820241692
pandering,0.78530548,0.265001225,0.201641291,0.158140894,0.817220544
poet,0.798612105,0.265588312,0.203145976,0.160517187,0.768882175
atop,0.769351839,0.241411765,0.175477863,0.142976589,0.774924471
appointed,0.773215052,0.245238095,0.179793351,0.145562465,0.777945619
arrow,0.776863643,0.247527141,0.182543396,0.147244546,0.776096823
culminates,0.771712691,0.241862675,0.176184502,0.143461105,0.770045386
moviegoer,0.79968522,0.270833333,0.208891853,0.163573451,0.786686838
meanders,0.767491773,0.232404346,0.165827294,0.137699412,0.744326778
highs,0.795678924,0.272171254,0.210044739,0.16365308,0.807866868
intrusive,0.758048362,0.22714808,0.15967759,0.133781965,0.751891074
posed,0.805837745,0.272386059,0.210987472,0.16552623,0.768532526
personnel,0.823579911,0.304960541,0.247012703,0.187391756,0.818456884
veritable,0.756903706,0.234339793,0.167316449,0.137675404,0.786686838
chips,0.766060953,0.234192037,0.167746827,0.138504155,0.757575758
mastermind,0.838460438,0.324356673,0.268954661,0.202087994,0.821212121
sturdy,0.76942338,0.240395946,0.174572337,0.142338822,0.772727273
obstacle,0.776792102,0.244552058,0.179446963,0.145533141,0.765151515
falters,0.761983116,0.230751445,0.163839039,0.136152797,0.756060606
jews,0.890327658,0.431168831,0.387492522,0.285503686,0.88030303
opponent,0.846973816,0.344066237,0.290635935,0.215686275,0.85
trusting,0.777722135,0.244957473,0.180022899,0.145833333,0.764795144
hail,0.774216626,0.240615977,0.175174589,0.142979697,0.758725341
seduced,0.794391186,0.265337423,0.202833913,0.159545035,0.787556904
consuming,0.774431249,0.24695486,0.181961379,0.14654195,0.784522003
juliet,0.795178137,0.26230353,0.199652086,0.157976412,0.772382398
idyllic,0.809271713,0.28640257,0.226319419,0.173870653,0.811836115
sexist,0.815138074,0.296296296,0.237285889,0.180550946,0.825493171
illuminating,0.789311776,0.263197398,0.20021868,0.157579389,0.798179059
unassuming,0.769566462,0.237993849,0.172189255,0.140935836,0.76443769
sibling,0.812491057,0.295619457,0.236444376,0.17956252,0.835866261
teenaged,0.800114466,0.272774597,0.211231997,0.164572864,0.796352584
homosexuality,0.886035198,0.411960133,0.366827625,0.272062409,0.848024316
users,0.767205609,0.237224566,0.17123291,0.140243902,0.76899696
geeks,0.841965946,0.332022982,0.277605771,0.207169811,0.835616438
sting,0.765202461,0.231021556,0.164576928,0.136527278,0.750380518
holmes,0.806839319,0.28,0.219482402,0.169738118,0.799086758
borrowing,0.774574331,0.245269461,0.180342983,0.145537237,0.779299848
villians,0.849549292,0.345471522,0.292567925,0.21713615,0.844748858
haven,0.769781085,0.233079123,0.167036984,0.138174626,0.744292237
exec,0.843897553,0.336374696,0.282462439,0.210106383,0.842987805
cinematically,0.789168694,0.255620106,0.192375837,0.153194066,0.771341463
lifting,0.768135642,0.231444155,0.1652841,0.137040157,0.743902439
ponderous,0.792244956,0.260315843,0.197584347,0.156269113,0.778963415
sickness,0.796537416,0.260530421,0.198100912,0.157053292,0.763719512
sweetly,0.799041351,0.271335927,0.209786641,0.16348859,0.797256098
exemplary,0.775647446,0.242145964,0.1772436,0.143841516,0.764885496
belonged,0.768564888,0.236127509,0.170403708,0.139664804,0.763358779
rumor,0.782730004,0.246214942,0.182017442,0.14700652,0.757251908
qualified,0.767921019,0.227619048,0.161273203,0.1348378,0.729770992
farmer,0.827657748,0.298281387,0.240697708,0.184305256,0.781679389
sticky,0.771211904,0.240740741,0.175484739,0.142535845,0.774045802
delayed,0.767134068,0.238596491,0.172963305,0.140883978,0.778625954
disco,0.807197024,0.27573233,0.21512287,0.167318982,0.783206107
fates,0.792101874,0.263184584,0.200800017,0.15775076,0.793577982
continuation,0.847188439,0.33374922,0.280128207,0.209639498,0.818042813
adopt,0.79396194,0.261538462,0.199166586,0.157116451,0.779816514
germans,0.901702676,0.445072698,0.404035182,0.302414929,0.842507645
styled,0.786163972,0.252189142,0.188692552,0.150762788,0.770642202
branch,0.765774789,0.230733083,0.164570144,0.136313159,0.750764526
plausibility,0.820289026,0.29199549,0.233490171,0.178991016,0.79204893
giants,0.798469023,0.265449804,0.203637982,0.160012575,0.778287462
elvis,0.807983975,0.273809524,0.213213088,0.166337936,0.773700306
spaces,0.788453284,0.249682822,0.186165516,0.14968056,0.752293578
revered,0.782873086,0.252647131,0.188977115,0.150572351,0.78440367
mimic,0.787237087,0.25388861,0.190573428,0.151860744,0.773700306
halls,0.792316497,0.260758849,0.198310321,0.156383629,0.784073507
assessment,0.775647446,0.240310078,0.175457651,0.142733813,0.75957121
flourishes,0.780369152,0.251219512,0.187387415,0.14940528,0.788667688
seated,0.773644298,0.234639574,0.169283733,0.139327779,0.742725881
uniforms,0.850693948,0.341847997,0.289105226,0.215250199,0.830015314
grandma,0.792244956,0.262195122,0.199837098,0.157173317,0.790199081
extravagant,0.80619545,0.279329609,0.219037956,0.169027688,0.803981623
lees,0.818858206,0.290756303,0.232135619,0.177922523,0.794793262
patriotic,0.877664902,0.394046775,0.347164993,0.256339327,0.851454824
defective,0.789383317,0.261414952,0.198822041,0.156315632,0.797856049
pole,0.773000429,0.235973995,0.170671325,0.14,0.750382848
compositions,0.800186007,0.264806528,0.203233414,0.159834763,0.771472393
election,0.864358277,0.365036839,0.315093832,0.233504713,0.835889571
misfits,0.828015453,0.313535123,0.257136248,0.192631579,0.84202454
injuries,0.799327515,0.270860411,0.209623198,0.163067293,0.799079755
ploy,0.786092431,0.25436409,0.191177945,0.151876117,0.782208589
admirer,0.760409214,0.229228999,0.162850886,0.134849716,0.763803681
novice,0.76155387,0.224342565,0.157686696,0.13223594,0.739263804
dustin,0.840964373,0.323287671,0.268666391,0.201594533,0.815668203
excruciatingly,0.77164115,0.238912732,0.173909281,0.141405588,0.769585253
quicker,0.761768493,0.230591497,0.164471373,0.135708458,0.766513057
speechless,0.795535842,0.255341324,0.192915848,0.153749608,0.752688172
assets,0.763413936,0.228598087,0.162428532,0.134763476,0.752688172
straw,0.778509086,0.238938053,0.174338096,0.142230026,0.746543779
cart,0.764129346,0.228410952,0.162267499,0.134732192,0.749615975
cautious,0.77307197,0.230097087,0.164576183,0.136638801,0.728110599
boils,0.773715839,0.236174837,0.171104033,0.140114613,0.751152074
tossing,0.763485477,0.227570093,0.161333425,0.134196748,0.748079877
unappealing,0.761339247,0.231690465,0.16562385,0.136277432,0.77265745
rhythms,0.783445414,0.254249815,0.19097855,0.151408451,0.792626728
graduated,0.790957218,0.254971953,0.192302992,0.152811736,0.769230769
hauntingly,0.805837745,0.27742279,0.217220408,0.167739858,0.801538462
attracts,0.764630133,0.227336778,0.161237256,0.134146341,0.744615385
disturbingly,0.806338532,0.27015368,0.209520315,0.163779013,0.770769231
boyish,0.777722135,0.250422195,0.186639313,0.148497854,0.798461538
resides,0.772714265,0.238677211,0.173807198,0.141356798,0.766153846
characterized,0.76942338,0.235349941,0.170066413,0.139130435,0.763076923
grandparents,0.809700959,0.282245008,0.222627261,0.171138743,0.804615385
float,0.766418658,0.234107436,0.168572099,0.138112372,0.767692308
solutions,0.796608957,0.262516213,0.200713977,0.157878315,0.778461538
embarrassingly,0.75718987,0.221559633,0.154661101,0.130188679,0.743076923
splendidly,0.779296037,0.245167605,0.181121507,0.145766657,0.770769231
discount,0.786521677,0.242254952,0.178545903,0.145028884,0.734976888
satan,0.846186865,0.326441103,0.272630451,0.204876131,0.802773498
politician,0.855272571,0.345942451,0.2941504,0.218903437,0.824345146
terrain,0.820503649,0.292641669,0.234568839,0.179089027,0.799691834
scifi,0.905565889,0.474103586,0.435218528,0.31972058,0.916795069
brick,0.760266132,0.222686152,0.156120463,0.131075915,0.739599384
enhancement,0.824724567,0.306342016,0.249452564,0.187651752,0.833590139
publicly,0.793461153,0.255736014,0.193363964,0.153560372,0.764252696
recognizing,0.770424953,0.233946049,0.168712044,0.138418079,0.755007704
interactive,0.827371584,0.304811294,0.248113167,0.187389302,0.816358025
fatale,0.878451853,0.3942959,0.347794999,0.256374594,0.853395062
opposites,0.805551581,0.282091918,0.222329535,0.170172084,0.824074074
peer,0.780011447,0.244286065,0.180396624,0.145279158,0.766975309
recordings,0.859779654,0.353988134,0.303179724,0.225062867,0.828703704
flees,0.778580627,0.252234839,0.188797705,0.149527356,0.805555556
coma,0.766490199,0.22909778,0.163402206,0.135248187,0.74845679
breakout,0.785090857,0.253849975,0.190907469,0.151272943,0.788580247
bid,0.766633281,0.231747527,0.166241476,0.136742635,0.759259259
tosses,0.768350265,0.237758945,0.172759484,0.140277778,0.779320988
guardian,0.795464301,0.25488663,0.192675077,0.153339605,0.75462963
groan,0.776005151,0.24789815,0.184106288,0.146757679,0.797527048
recreating,0.807840893,0.27248104,0.212342593,0.165188834,0.777434312
speculation,0.818643583,0.291305563,0.233156219,0.1778157,0.805255023
watchers,0.793461153,0.256885457,0.194755225,0.154107474,0.771251932
monkeys,0.79753899,0.259937238,0.198275813,0.15643689,0.768160742
praying,0.79682358,0.259645464,0.197917154,0.156161806,0.769706337
premiered,0.804335384,0.271637816,0.21119722,0.164092664,0.788253478
graphically,0.818357419,0.287798036,0.229407892,0.175805346,0.792890263
pretensions,0.772499642,0.237775647,0.173097371,0.14070922,0.766615147
burt,0.812419516,0.283214872,0.224090378,0.172035868,0.800618238
vistas,0.850980112,0.341864139,0.289603756,0.214767765,0.8374613
fiercely,0.772928888,0.2424821,0.1782364,0.143340858,0.786377709
upbringing,0.79968522,0.269692227,0.208889838,0.16217064,0.800309598
expanding,0.775718987,0.239631336,0.175351027,0.142076503,0.764705882
joking,0.768493347,0.228789323,0.163363833,0.135211268,0.743034056
rifle,0.84003434,0.320364742,0.265829131,0.199319213,0.815789474
python,0.844612963,0.33496632,0.28170586,0.208778626,0.846749226
drastic,0.787165546,0.248167804,0.185146066,0.148293567,0.76006192
belonging,0.7593361,0.225241824,0.15907887,0.132305195,0.756965944
afloat,0.769137216,0.235489221,0.170556276,0.139020979,0.769349845
drown,0.779939906,0.24792176,0.184445664,0.147212544,0.784829721
impeccably,0.78745171,0.252202366,0.189550285,0.150540865,0.776744186
facade,0.782873086,0.246711343,0.183414914,0.146867612,0.770542636
audacity,0.774359708,0.241826923,0.177705355,0.143100996,0.779844961
saddened,0.782944627,0.244521912,0.181083969,0.145654109,0.76124031
dumps,0.782515381,0.254170756,0.19135178,0.150976392,0.803100775
observer,0.78244384,0.248579194,0.185381687,0.147854203,0.779844961
craftsmanship,0.794534268,0.257881137,0.196052277,0.154728682,0.773643411
shootout,0.870796967,0.379807692,0.331799945,0.243934715,0.857364341
idiocy,0.787952497,0.252270434,0.189653931,0.150647785,0.775193798
aloof,0.785591644,0.253549191,0.190872511,0.151038576,0.789147287
scam,0.818285878,0.288515406,0.230392659,0.176008202,0.799689441
instrumental,0.796895121,0.265078954,0.203956026,0.159055607,0.795031056
louise,0.750679639,0.219834341,0.153042938,0.128433168,0.76242236
casino,0.836958077,0.314998497,0.260010999,0.195303764,0.813664596
cherished,0.79467735,0.25686173,0.195058848,0.154133002,0.770186335
freakin,0.813063385,0.281155433,0.222181353,0.170845871,0.793478261
waving,0.785949349,0.24672709,0.183790668,0.147191349,0.762052877
anxiously,0.802833023,0.266631187,0.206087352,0.160834671,0.779160187
gracefully,0.777149807,0.241538836,0.17773275,0.143187067,0.771384137
awkwardness,0.819502075,0.289895863,0.232027761,0.176975945,0.800933126
interludes,0.746029475,0.215642952,0.148427285,0.125676024,0.758942457
competitive,0.824724567,0.292725173,0.235441358,0.179723502,0.788491446
focal,0.782586922,0.246092781,0.182910364,0.146399055,0.771384137
lobby,0.773572757,0.239730963,0.175599615,0.141761364,0.776049767
censorship,0.817212763,0.289290682,0.231211532,0.176151762,0.808709176
multiplex,0.792960366,0.265482234,0.204217119,0.158629057,0.813374806
booth,0.749320361,0.215756491,0.148707371,0.126013072,0.749611198
journeys,0.803262269,0.265491453,0.204904192,0.16027088,0.772939347
oozes,0.780082988,0.250243902,0.187191806,0.148394562,0.797822706
adversity,0.83288024,0.316559391,0.261389471,0.194954955,0.841368585
craving,0.786307054,0.244753477,0.181708921,0.146135266,0.752721617
redeems,0.764129346,0.229492872,0.164148752,0.135038504,0.763608087
infidelity,0.857991129,0.348111658,0.297161947,0.220557636,0.825545171
failings,0.764558592,0.228008445,0.162676357,0.134217067,0.757009346
pitfalls,0.766919445,0.233772342,0.1689603,0.13767313,0.774143302
fee,0.777579053,0.236305576,0.17226141,0.140274132,0.749221184
locks,0.771211904,0.231988473,0.167290263,0.13713799,0.752336449
bitterness,0.799828302,0.270974466,0.210590123,0.162703379,0.809968847
towers,0.784017742,0.243547983,0.180369134,0.145117946,0.757009346
fantastical,0.836958077,0.313760915,0.258840269,0.194475551,0.81152648
accomplishments,0.808484762,0.273935449,0.214331729,0.165845649,0.786604361
diane,0.791171841,0.250577664,0.18830624,0.15001537,0.760124611
unstoppable,0.810130205,0.277233115,0.218034161,0.167931376,0.794071763
porno,0.836171126,0.315600717,0.260791817,0.195194085,0.823712949
employment,0.788524825,0.250507099,0.188149293,0.149561005,0.770670827
ditto,0.763485477,0.224307837,0.158756788,0.132007733,0.745709828
committee,0.792817284,0.257816504,0.196206535,0.154247163,0.784711388
betray,0.795893547,0.259538022,0.198237335,0.155666252,0.780031201
adaption,0.85591644,0.348220065,0.297128497,0.219681503,0.839313573
arrangement,0.764916297,0.233317779,0.168458473,0.137174211,0.780031201
lump,0.795035055,0.259881168,0.198547318,0.155727554,0.784711388
exuberant,0.796179711,0.268924814,0.208253541,0.160933661,0.817472699
heated,0.778866791,0.244808209,0.181495152,0.145133256,0.781591264
amaze,0.796465875,0.261614326,0.20048553,0.156911582,0.786271451
reprise,0.81556732,0.286662977,0.228450868,0.17423478,0.808112324
investigator,0.86314208,0.366346472,0.317005349,0.23254836,0.862714509
shrill,0.766132494,0.23100447,0.16614201,0.135973415,0.7671875
seattle,0.757619116,0.224003665,0.158219245,0.131239936,0.7640625
shirley,0.797038203,0.262158648,0.2011849,0.15725429,0.7875
transaction,0.797825154,0.266735859,0.20610977,0.159925327,0.803125
typecast,0.770854199,0.249355519,0.185995286,0.146677695,0.83125
glenn,0.749034197,0.215212528,0.148394335,0.125587467,0.7515625
terrifically,0.779224496,0.243256498,0.179947532,0.144269924,0.775
humorless,0.772285019,0.23760479,0.173523959,0.140311174,0.775
dared,0.769566462,0.232181168,0.167584078,0.136990155,0.7609375
contrasted,0.776935184,0.240623478,0.17700683,0.142527409,0.771875
dazzle,0.815996566,0.286348502,0.228225393,0.174089069,0.80625
residence,0.773572757,0.236429433,0.172340966,0.139800285,0.765625
sheen,0.757118329,0.22115164,0.155237842,0.129569892,0.754303599
axe,0.793461153,0.254197882,0.19256053,0.152227723,0.769953052
verbally,0.783087709,0.250617894,0.188110874,0.148811271,0.79342723
surfaces,0.767348691,0.233741753,0.169220711,0.137586685,0.776212833
scarcely,0.749892689,0.22068658,0.154385409,0.128671692,0.774647887
realy,0.791672628,0.251798561,0.189975807,0.150583897,0.768025078
masterwork,0.819215911,0.287165021,0.229486419,0.175094599,0.797805643
gunfire,0.867076835,0.370169492,0.321636878,0.23615917,0.855799373
scathing,0.810702533,0.280587276,0.221876762,0.169736842,0.808777429
tailor,0.746172557,0.215044248,0.148267385,0.125193199,0.761755486
progressively,0.784375447,0.247252747,0.184684907,0.147058824,0.775862069
prolonged,0.777078266,0.24111057,0.177710375,0.142733564,0.775862069
passenger,0.827943912,0.303907381,0.247931375,0.186368477,0.822884013
nonexistent,0.756331378,0.222374429,0.156598058,0.130144308,0.763322884
cary,0.816926599,0.288178025,0.230391307,0.175177545,0.811912226
evolving,0.793389612,0.256053581,0.194616024,0.153205919,0.778996865
fictitious,0.791958792,0.263051191,0.201981303,0.156892382,0.813479624
fishing,0.803262269,0.263524371,0.203216708,0.158914729,0.771159875
untimely,0.789741022,0.256137687,0.194478594,0.152731663,0.793103448
envisioned,0.796394334,0.253410283,0.19199542,0.152173913,0.757053292
rewrite,0.772070396,0.23265896,0.168411089,0.137450199,0.757053292
louder,0.772571183,0.231940082,0.167761053,0.137064535,0.753532182
recreated,0.818214337,0.292791539,0.235463109,0.177943166,0.825745683
vampires,0.865717556,0.356971566,0.307638409,0.228308501,0.817896389
yea,0.807840893,0.274838013,0.215643612,0.165960222,0.799058085
drained,0.788453284,0.245470783,0.18311937,0.146556977,0.755102041
weaving,0.78888253,0.250444501,0.188529649,0.149348682,0.775157233
kubrick,0.83137788,0.306152487,0.250734787,0.188337559,0.817610063
aimless,0.789383317,0.24936257,0.187407809,0.148813147,0.768867925
capitalize,0.765917871,0.234082397,0.169779882,0.137513751,0.786163522
persuade,0.760552296,0.22433372,0.159089696,0.131557488,0.761006289
unknowingly,0.774788954,0.238878143,0.175376447,0.141142857,0.77672956
perceptions,0.792244956,0.25385406,0.192369456,0.151719902,0.77672956
clutches,0.793747317,0.255231206,0.19393047,0.152704791,0.77672956
stint,0.753469738,0.215391621,0.149178546,0.125931842,0.743710692
stabbed,0.813921877,0.279301746,0.220897459,0.169525732,0.79245283
decently,0.771712691,0.23237912,0.168271499,0.137176938,0.759433962
sdh,0.893690084,0.442610653,0.40111307,0.290640394,0.927672956
veneer,0.798612105,0.25862523,0.197856821,0.155330592,0.772012579
doo,0.798469023,0.26468285,0.204294503,0.158685446,0.797169811
graces,0.765345543,0.229685298,0.16505394,0.135008283,0.768867925
terminal,0.790527973,0.256475368,0.19513986,0.152891311,0.795275591
smarts,0.801759908,0.273656619,0.214140267,0.164150943,0.822047244
kidnap,0.849692374,0.335757193,0.28374512,0.210047468,0.836220472
newman,0.765202461,0.236389018,0.172297036,0.138684139,0.8
imitate,0.768207183,0.233317558,0.169173739,0.137287664,0.776377953
jan,0.761625411,0.218574109,0.153085131,0.12841003,0.733858268
allusions,0.792888825,0.257501924,0.196462516,0.153751914,0.791798107
fronts,0.776505938,0.23280943,0.169176632,0.137870855,0.747634069
snaps,0.774216626,0.24243879,0.179321444,0.142978482,0.796529968
portraits,0.790384891,0.252169474,0.190629041,0.150426309,0.779179811
backward,0.780154529,0.235762248,0.172534891,0.139946856,0.747634069
palm,0.763413936,0.228598087,0.163974682,0.134136326,0.772870662
compilation,0.814923451,0.273518675,0.214985418,0.166381961,0.768138801
compulsive,0.799041351,0.266388091,0.206310823,0.159624413,0.804416404
pinnacle,0.787880956,0.255586242,0.194118042,0.151985667,0.802839117
consistency,0.776362856,0.242365487,0.179361016,0.143184422,0.788643533
interacting,0.790599514,0.258048162,0.196904175,0.153729991,0.802839117
chronicle,0.795965088,0.260756869,0.200120741,0.15601737,0.793375394
picturesque,0.813564172,0.277716186,0.219343652,0.168459987,0.79022082
biopic,0.881027329,0.389276533,0.343595427,0.253709909,0.835962145
invariably,0.754471312,0.217153285,0.151298077,0.126933333,0.750788644
merciless,0.798826728,0.266562337,0.206482522,0.1596875,0.805993691
emphasized,0.78459007,0.249314385,0.187325738,0.148016578,0.789889415
solace,0.797896695,0.261823883,0.201462312,0.156856606,0.791469194
patiently,0.780369152,0.237077535,0.174037127,0.14066647,0.753554502
loathe,0.772714265,0.233904027,0.170221773,0.138019351,0.766192733
marine,0.843969094,0.314797361,0.261189927,0.196470588,0.791469194
baddies,0.850765489,0.346491228,0.295324805,0.216100039,0.873617694
passionately,0.788381743,0.251896813,0.19030203,0.149954833,0.786729858
flood,0.771712691,0.228668117,0.164580863,0.134988584,0.747235387
geeky,0.849048505,0.331855605,0.27969348,0.207524752,0.827804107
atlantic,0.787594792,0.251197982,0.189510374,0.149459784,0.786729858
toxic,0.802833023,0.267410952,0.207728081,0.160754235,0.794628752
neglect,0.787022464,0.248801413,0.186922793,0.148048048,0.778830964
misunderstanding,0.772714265,0.235379061,0.171884811,0.138802157,0.773734177
partying,0.823007583,0.295558087,0.239136293,0.180208333,0.821202532
tee,0.762483903,0.224661373,0.15990595,0.131780822,0.761075949
amazement,0.787952497,0.247715736,0.185907697,0.147521161,0.772151899
baffling,0.780154529,0.24403444,0.18152888,0.144480047,0.784810127
operator,0.779725283,0.243303023,0.180724728,0.144020949,0.783227848
departed,0.786307054,0.245135203,0.183060055,0.145864662,0.767405063
downbeat,0.782730004,0.244339388,0.182001554,0.144966047,0.776898734
trendy,0.777507512,0.243309002,0.180606901,0.143760782,0.791139241
roses,0.739304622,0.209544469,0.142644347,0.121417798,0.764240506
annie,0.798039777,0.260801257,0.200465968,0.156259805,0.787974684
profane,0.815209615,0.282300639,0.224565317,0.17115903,0.805071315
heartstrings,0.845686078,0.326148079,0.273484986,0.20311284,0.82725832
embodiment,0.787594792,0.253832621,0.192488256,0.15083632,0.800316957
imperfections,0.793031907,0.259534169,0.198887296,0.154761905,0.803486529
shrewd,0.779796824,0.242245199,0.179688486,0.143398426,0.779714739
adolescence,0.853913292,0.342139175,0.291150876,0.214718965,0.841521395
boggling,0.828301617,0.297012302,0.241163728,0.182177506,0.803486529
drain,0.766132494,0.230280198,0.16618425,0.135232301,0.77496038
wal,0.792602661,0.269221074,0.2091789,0.160071942,0.846275753
savior,0.808556303,0.27124183,0.212349078,0.16376192,0.789223455
coffin,0.79324653,0.24817898,0.186812325,0.148459384,0.755942948
cocktail,0.765703248,0.233918129,0.170046127,0.137211855,0.792393027
slaughtered,0.856345686,0.351421189,0.301188013,0.220689655,0.862123613
drifting,0.770711117,0.227896892,0.163973655,0.134336836,0.750793651
barrage,0.79181571,0.253846154,0.192840814,0.151376147,0.785714286
signing,0.761196165,0.225162488,0.160559685,0.131865144,0.76984127
colourful,0.794891973,0.260129032,0.199718708,0.155315871,0.8
plunge,0.777507512,0.236622484,0.173653008,0.139953542,0.765079365
flirting,0.777722135,0.238293699,0.175446828,0.140910409,0.771428571
creek,0.80476463,0.265805757,0.206393686,0.160025915,0.784126984
exploiting,0.777078266,0.237395986,0.174542192,0.140295054,0.771065183
offspring,0.778509086,0.238188976,0.175467476,0.140902475,0.769475358
lawyers,0.838388897,0.315247045,0.261451866,0.194756554,0.826709062
unpretentious,0.752038918,0.217607223,0.152135104,0.126808735,0.766295707
peaks,0.77378738,0.231778426,0.168370733,0.136793806,0.758346582
remastering,0.859922736,0.363459038,0.314371396,0.228442991,0.888712242
lofty,0.780726856,0.238130748,0.175531132,0.141131408,0.761526232
crashed,0.814351123,0.27896638,0.221119341,0.169023569,0.79809221
