,acc,f1,kappa,prec,recalls
recognizable,0.630204607,0.296638999,0.126838714,0.19643179,0.605555556
dubbed,0.657318644,0.308403119,0.145529543,0.20834959,0.593333333
analysis,0.663614251,0.315774156,0.155256553,0.21387739,0.60311284
conditions,0.669480612,0.332948311,0.175925195,0.224887849,0.640911618
trail,0.713335241,0.375370226,0.233436342,0.260775395,0.669632925
childrens,0.770782658,0.404682274,0.281651522,0.30376569,0.606010017
agenda,0.663328087,0.314793244,0.15430008,0.213130915,0.601893096
overlook,0.653097725,0.303604768,0.139590925,0.204527864,0.588857939
hardcore,0.66211189,0.33092506,0.172496971,0.221842355,0.651059086
pool,0.607311489,0.279564247,0.103743524,0.182801236,0.593976576
absorbing,0.656388611,0.344121262,0.18652516,0.227848101,0.70273285
determination,0.65703248,0.331194196,0.171887032,0.220837209,0.662018963
unaware,0.637430248,0.296111111,0.12821696,0.197115385,0.594866071
anthony,0.633781657,0.286550523,0.116619221,0.190971577,0.573660714
composer,0.662326513,0.333521604,0.17563636,0.223251418,0.659040179
legal,0.646086708,0.310138056,0.145862673,0.206729875,0.620535714
plight,0.61096008,0.295778296,0.123203445,0.192547631,0.637632607
prominent,0.657318644,0.300321356,0.137031245,0.203363007,0.573981016
household,0.61747031,0.288110771,0.115577943,0.189127775,0.604469274
establish,0.653670053,0.316146348,0.154321626,0.211571185,0.625139665
fluff,0.656102447,0.320757383,0.160042811,0.214677511,0.634078212
discs,0.680354843,0.332137519,0.177992426,0.226688431,0.621017328
preferred,0.661825726,0.309019149,0.147953765,0.20922407,0.590832868
metal,0.692659894,0.357463356,0.209203418,0.244026955,0.667970933
grain,0.667191301,0.305671642,0.145380816,0.208469055,0.572706935
grant,0.646802118,0.302190813,0.137253673,0.202194061,0.59787472
continuing,0.655458578,0.300813008,0.137495351,0.203097432,0.579742585
huh,0.662326513,0.303218187,0.141644387,0.205935432,0.574706212
curse,0.681070253,0.32413584,0.169409239,0.222199127,0.598879552
update,0.681141794,0.315886416,0.160158165,0.217547569,0.576470588
demanding,0.63185005,0.299101062,0.131144608,0.197588627,0.61512605
checked,0.647875233,0.295448039,0.130028654,0.19842338,0.578151261
someday,0.666475891,0.297256557,0.135956051,0.203340895,0.552380952
bedroom,0.602947489,0.300126103,0.127435147,0.193653377,0.666666667
beer,0.62605523,0.300174053,0.131337796,0.197220267,0.628011204
moody,0.66139648,0.349415808,0.194160344,0.231469678,0.712443946
pathos,0.630848476,0.301191766,0.133436318,0.198571429,0.623318386
afford,0.615681786,0.274054054,0.09971782,0.180523411,0.568704431
surviving,0.665474317,0.33008596,0.173070687,0.221623701,0.646464646
shortcomings,0.653670053,0.289029226,0.124158416,0.195742988,0.552188552
sexually,0.601087423,0.30990099,0.138733388,0.198793268,0.702581369
angel,0.622120475,0.291957105,0.121544513,0.191759113,0.611454239
comparisons,0.6743454,0.317745803,0.161156971,0.216636011,0.59584036
judgment,0.63041923,0.294262295,0.125825913,0.194369247,0.60539629
momentum,0.666690514,0.309880018,0.150656467,0.210378117,0.58797077
absorbed,0.621118901,0.308977035,0.141180315,0.201155284,0.66591676
jaw,0.676062384,0.320732073,0.164959875,0.218698854,0.601237345
commercials,0.678780941,0.318664643,0.163223318,0.218204489,0.590551181
stereotype,0.599942767,0.283444387,0.108360783,0.183507549,0.622397299
mistaken,0.63399628,0.295704846,0.128285433,0.195735375,0.60438942
resemblance,0.65853484,0.306350821,0.145198125,0.206464251,0.593468468
coherent,0.679210187,0.328541479,0.174572275,0.22378621,0.61768018
interactions,0.618328802,0.300327869,0.131004518,0.195726496,0.645070423
sly,0.651666905,0.315478701,0.154366759,0.210151714,0.632468997
inappropriate,0.651523823,0.304242251,0.141559644,0.203749761,0.600338219
texas,0.673415367,0.317127898,0.160606952,0.215841987,0.597519729
inherent,0.634497067,0.290712203,0.122992819,0.19281768,0.590524535
fairy,0.691085992,0.338744257,0.188967551,0.232401765,0.624505929
likewise,0.657461726,0.304272014,0.142992431,0.204852279,0.591191417
fingers,0.646730577,0.295376712,0.13077974,0.197632232,0.584415584
unbelievably,0.644584347,0.292710706,0.127410322,0.195660449,0.58079096
brutally,0.650736872,0.328288387,0.169106611,0.216987996,0.674011299
exquisite,0.687795107,0.353864377,0.205423876,0.239719157,0.675522894
recording,0.704034912,0.337974076,0.191272883,0.235661683,0.597285068
relax,0.659464873,0.313923321,0.154551911,0.210638298,0.615950226
soldier,0.766847904,0.4122633,0.289906473,0.302621128,0.646493213
nuts,0.661038775,0.311937264,0.152685497,0.209806603,0.607809847
copyright,0.643940478,0.32221163,0.161166998,0.212159254,0.669496321
artificial,0.656817857,0.307892079,0.147335426,0.206582769,0.60419026
debate,0.687508943,0.333943275,0.183115336,0.228505843,0.6200453
acclaimed,0.6354271,0.302681992,0.13746593,0.19953094,0.626628895
slip,0.656173988,0.299008168,0.137286725,0.201296151,0.58106576
acceptance,0.63041923,0.314308468,0.150003416,0.205199307,0.671201814
painting,0.647517528,0.307129799,0.144907252,0.204188482,0.619398752
seldom,0.626412935,0.284461496,0.115181697,0.187533875,0.588769144
widely,0.666976678,0.30718857,0.148812677,0.208232446,0.585365854
trap,0.648232937,0.299073414,0.135953167,0.199695412,0.595346198
clues,0.748175705,0.398084815,0.26938769,0.284875184,0.66061294
lust,0.635927887,0.302781203,0.137905388,0.199566552,0.627128263
flies,0.659035627,0.304030374,0.143767008,0.204639277,0.591141397
sin,0.628559164,0.292257361,0.124641163,0.192286996,0.608745031
performs,0.661038775,0.303849545,0.143965643,0.204955401,0.587166383
realization,0.642008871,0.313580247,0.151414566,0.206728161,0.649063032
ingredients,0.648376019,0.292092755,0.128280965,0.195601852,0.5764639
rainy,0.643153527,0.295081967,0.130756073,0.196314404,0.593856655
troubles,0.606309916,0.286529236,0.114659991,0.185527199,0.62891292
assumed,0.663685792,0.294250113,0.133960468,0.199836868,0.557768924
jane,0.607740735,0.279784579,0.107124041,0.181864754,0.606146841
delighted,0.655959365,0.303749819,0.143208551,0.203649777,0.59738041
assigned,0.709042782,0.344772032,0.20077466,0.240395417,0.609339408
insulting,0.666905137,0.311446318,0.154105523,0.210347583,0.599658314
commitment,0.622835885,0.314612585,0.14983738,0.203806636,0.689458689
refuse,0.640434969,0.287496456,0.121846661,0.19135686,0.577777778
internetreviews,0.660251824,0.343607464,0.189515264,0.226783434,0.708665906
wrap,0.643654314,0.295971731,0.13224833,0.196730552,0.597261837
conviction,0.646587495,0.30870417,0.147292759,0.204524383,0.629207074
truck,0.654457004,0.302829099,0.142094759,0.202705314,0.598402738
visible,0.65631707,0.300727802,0.140075989,0.201876099,0.589275528
notorious,0.665832022,0.322356013,0.166526293,0.216105816,0.63413242
clueless,0.643439691,0.313876652,0.15278323,0.206783965,0.651056539
crush,0.621476606,0.292930643,0.125174637,0.191140565,0.626643796
loser,0.605666047,0.28840692,0.117409004,0.186259797,0.638650658
label,0.625196738,0.271855455,0.101864397,0.179515419,0.559816829
delightfully,0.659107168,0.330852408,0.175350342,0.219162791,0.674684994
netflix,0.607311489,0.275761974,0.103367301,0.179153094,0.598510882
porn,0.625625984,0.310267563,0.146022301,0.201506591,0.674112257
drew,0.658105595,0.287885561,0.126427302,0.194561934,0.553264605
familys,0.632493919,0.302701235,0.13848553,0.198363281,0.63860252
hoot,0.658964086,0.330007027,0.174435206,0.218621974,0.67277937
wing,0.650379167,0.298348887,0.136904539,0.199004022,0.595756881
gems,0.609028473,0.277594184,0.10592416,0.180381378,0.60206422
hatred,0.651595364,0.315434355,0.156639289,0.208899646,0.643717728
lifes,0.638002575,0.313246471,0.151821609,0.20511909,0.662456946
rooting,0.635927887,0.299518238,0.13575826,0.196994387,0.62456946
supernatural,0.777793676,0.450848656,0.336387194,0.325753705,0.731917336
square,0.646444413,0.283144764,0.119052682,0.189440994,0.560275545
celebration,0.610888539,0.285564167,0.115645865,0.185115804,0.62435382
partially,0.645371298,0.2862491,0.122445767,0.191006918,0.570936244
compelled,0.642151953,0.295691355,0.132582726,0.195858982,0.603101666
severe,0.631635427,0.294367548,0.129202197,0.193304536,0.616886847
mask,0.682143368,0.322816644,0.17119822,0.21966397,0.60862069
empathy,0.616325655,0.308446164,0.142947041,0.198836243,0.687356322
receiving,0.65853484,0.304328815,0.145551948,0.203866432,0.6
stumbles,0.631063099,0.293851842,0.128593795,0.192881539,0.616666667
parallel,0.650379167,0.304935287,0.144693107,0.202608203,0.616091954
sooner,0.659536414,0.288320622,0.127650415,0.194865575,0.554022989
legacy,0.67362999,0.322139673,0.168753212,0.217190944,0.623346751
grabs,0.65202461,0.314350155,0.155785836,0.20821662,0.641173088
spoke,0.668121334,0.314467268,0.158982141,0.211614956,0.611845888
forcing,0.647302905,0.295110094,0.133027235,0.196384396,0.593444508
survived,0.686865074,0.332469117,0.18318644,0.226188006,0.627157652
blatant,0.652382315,0.289723725,0.127961839,0.19419949,0.570195627
sings,0.761196165,0.382537921,0.257207837,0.281897492,0.594936709
bravo,0.62677064,0.292610169,0.12660036,0.191413873,0.620828539
judging,0.649735298,0.296753806,0.135579813,0.197665519,0.595046083
pages,0.654027758,0.299739357,0.139780663,0.200193424,0.596198157
kidding,0.662469595,0.296870343,0.138260111,0.200201005,0.574063401
shirt,0.635927887,0.279688606,0.113699081,0.185365854,0.56945245
recomend,0.673272285,0.306032518,0.150798582,0.207800248,0.580403458
stages,0.641722707,0.294051311,0.131105103,0.194625863,0.601152738
convoluted,0.721633996,0.358450124,0.220312491,0.250981298,0.626874279
greed,0.649806839,0.30616584,0.146521304,0.202931229,0.623196769
transformed,0.654600086,0.303519908,0.14447924,0.202307692,0.6073903
conscience,0.655243955,0.320406149,0.163946011,0.211900765,0.656647399
medical,0.635641723,0.299931271,0.137135917,0.196753832,0.630635838
promptly,0.649091429,0.289645185,0.127924933,0.193199382,0.578368999
anyones,0.666905137,0.297101449,0.139853606,0.20102145,0.569115095
ridden,0.612033195,0.28276683,0.113632362,0.18329904,0.61827646
laws,0.639290313,0.294825175,0.132101332,0.194393213,0.609953704
feat,0.662326513,0.298871064,0.141003331,0.201039169,0.582175926
counts,0.655458578,0.287573964,0.126956206,0.193125373,0.562825709
loyalty,0.653026184,0.324324324,0.168320988,0.213499633,0.674391657
subtly,0.626699099,0.302965536,0.139442795,0.196875,0.657010429
referred,0.657461726,0.286225403,0.12605092,0.192616372,0.556844548
secretly,0.614036343,0.285335806,0.117328662,0.184892704,0.624709977
avoided,0.67291458,0.304533009,0.149812025,0.206391753,0.58062645
rendition,0.702103305,0.337575565,0.193128994,0.232573433,0.615429234
venture,0.643439691,0.279768786,0.116121212,0.186261305,0.561810795
everytime,0.655315496,0.302951389,0.144645835,0.201772981,0.607661056
allen,0.618686507,0.282444803,0.114928855,0.18384157,0.609175377
active,0.671412219,0.305248828,0.150453372,0.206381673,0.585946574
marked,0.646372872,0.290919524,0.129480485,0.193142857,0.58919233
jean,0.608313063,0.279889517,0.110420348,0.180890853,0.618245206
tim,0.67076835,0.291782087,0.135308501,0.198409376,0.551162791
outing,0.668264416,0.305942224,0.150747044,0.206006853,0.594186047
depression,0.610387752,0.298738089,0.132621942,0.19183066,0.674810937
tiresome,0.64766061,0.30309891,0.143719057,0.20026178,0.623036649
hunting,0.655172414,0.320935475,0.165366849,0.211749396,0.662594532
lush,0.713478323,0.360325827,0.221401685,0.248348745,0.656195462
classes,0.616182573,0.293800184,0.12790525,0.189828202,0.649592549
ruins,0.678423237,0.307289259,0.154473997,0.208970866,0.58032596
astounding,0.663900415,0.314160584,0.159341801,0.209664848,0.626309662
maintains,0.643010445,0.29519774,0.133972353,0.194889966,0.608265425
wore,0.660537988,0.293583445,0.135561301,0.197160568,0.574592075
handling,0.639361854,0.294669092,0.132885391,0.193886945,0.613636364
shift,0.635570182,0.281320542,0.117087805,0.185557417,0.581341108
blank,0.657676349,0.299106489,0.141332658,0.199726135,0.595335277
adore,0.656531693,0.313063385,0.157030975,0.207393365,0.638273046
wet,0.638789526,0.280051333,0.116297284,0.185317985,0.572928821
charlie,0.623050508,0.272338075,0.104755739,0.17839696,0.575262544
gallery,0.647159823,0.29137931,0.13068886,0.193290126,0.5915986
anamorphic,0.649449134,0.298998569,0.139916359,0.197991664,0.610397196
implausible,0.681928745,0.331026181,0.182327582,0.222942846,0.642523364
rocky,0.662755759,0.293676955,0.136396981,0.197501008,0.572429907
glued,0.66933753,0.323675739,0.171658101,0.215889127,0.646405611
explicit,0.603305194,0.281456525,0.112411752,0.180789079,0.635087719
rounded,0.654027758,0.296274738,0.137816141,0.197210384,0.595321637
miscast,0.651237659,0.31884868,0.162986877,0.209473104,0.667251462
alan,0.644584347,0.283737024,0.121850888,0.188289323,0.575438596
philosophical,0.663614251,0.312372039,0.157998021,0.208187135,0.62529274
manager,0.631420804,0.288594311,0.125234553,0.188832671,0.611826698
photos,0.679138646,0.309256122,0.157598218,0.209778521,0.588166374
stale,0.65059379,0.3125,0.15594601,0.205631715,0.650644783
methods,0.666618973,0.31490738,0.161580565,0.210164835,0.627784291
hilariously,0.665975104,0.333095272,0.18217072,0.220166163,0.683870968
achieves,0.634997854,0.282419128,0.1192034,0.185685223,0.589547857
respects,0.677493204,0.316348195,0.165668731,0.21316166,0.613168724
severely,0.651237659,0.290083006,0.131044256,0.192761757,0.585882353
restaurant,0.598082701,0.291729702,0.124483105,0.1856249,0.680988817
covering,0.678494778,0.305194805,0.153460885,0.206961627,0.580929959
significance,0.657175562,0.312087281,0.15717074,0.206379343,0.639788111
kitchen,0.59507798,0.27398666,0.103646256,0.17513939,0.628975265
remastered,0.682429532,0.327526132,0.179521738,0.2204323,0.637006482
devastating,0.633781657,0.314450248,0.156195132,0.203430948,0.692216981
animation,0.801545285,0.452427951,0.347056248,0.339958469,0.676106195
pops,0.635498641,0.288904396,0.127409243,0.189179309,0.610979929
exotic,0.674416941,0.308463759,0.156744631,0.207651391,0.599527466
inducing,0.655458578,0.302433372,0.146356415,0.200345423,0.616656822
substantial,0.644441265,0.29060805,0.130965517,0.191605496,0.601299468
deserving,0.645156675,0.291428571,0.13202404,0.192198982,0.602480803
products,0.656603234,0.292661362,0.135566494,0.194935218,0.586879433
investigation,0.725997997,0.391096979,0.260227083,0.267449446,0.727380248
explosive,0.696451567,0.338993613,0.195647839,0.230118443,0.643406268
sleazy,0.625196738,0.293649724,0.131405747,0.190185121,0.643997635
destroying,0.711975962,0.339783536,0.199937662,0.235027223,0.613017751
compliment,0.652239233,0.288599444,0.130391661,0.191679627,0.583777383
pleasures,0.620045786,0.278886626,0.113844793,0.18093728,0.608052102
adolescent,0.622048934,0.294941946,0.132565527,0.190385941,0.654233274
characterizations,0.641436543,0.29764574,0.138779551,0.194969708,0.628774423
directions,0.647231364,0.298477735,0.140795406,0.196405168,0.621445498
vaguely,0.650164544,0.285296697,0.126347888,0.189367482,0.578199052
nod,0.662898841,0.294188137,0.138776563,0.196872494,0.581753555
loads,0.67577622,0.320335933,0.170827419,0.214414776,0.633076467
diverse,0.618543425,0.288307528,0.124749767,0.185982435,0.640949555
offended,0.639147231,0.281890661,0.120764755,0.185427983,0.587537092
advertising,0.64622979,0.277574872,0.117115537,0.184108527,0.56379822
intact,0.669623694,0.297749392,0.144455397,0.200081749,0.581699346
employed,0.660895693,0.290843806,0.134992975,0.194361128,0.577540107
skeptical,0.679281728,0.313160717,0.163772826,0.210939112,0.607609988
vastly,0.67792245,0.294578502,0.14261985,0.2,0.558858502
tones,0.651595364,0.29399826,0.137092287,0.194327328,0.603571429
cameos,0.670839891,0.324475114,0.175096459,0.21535763,0.657738095
tech,0.746244098,0.379135305,0.252248828,0.26853459,0.644642857
mighty,0.674202318,0.29787234,0.145710338,0.200998752,0.575
psychotic,0.686507369,0.330583562,0.184944642,0.222359227,0.644047619
dating,0.647159823,0.29562982,0.138170505,0.194475761,0.616071429
ordering,0.672413793,0.297376093,0.144870536,0.200289376,0.577129244
fetched,0.679353269,0.318844985,0.170471773,0.213994288,0.625148987
hire,0.669909858,0.295572519,0.142422836,0.198686371,0.576877235
moviegoers,0.656245529,0.297000732,0.141481026,0.196819857,0.60488677
gained,0.663113464,0.295165394,0.140665496,0.197081751,0.587604291
offbeat,0.65853484,0.312346924,0.159373953,0.205927052,0.646392367
jealous,0.610101588,0.278336864,0.112710601,0.178893617,0.626714371
dissapointed,0.685219631,0.319096255,0.171974572,0.215464995,0.614788312
conventions,0.639648018,0.282171868,0.121972727,0.185323849,0.591044776
stopping,0.657533267,0.292387288,0.136718219,0.194302554,0.590447761
kicked,0.676348548,0.298387097,0.147073572,0.201550388,0.574328358
flashy,0.691229074,0.333539222,0.189609668,0.224906289,0.64516129
rob,0.65703248,0.298302108,0.143402335,0.197557193,0.608721625
embarrassed,0.635784805,0.289462666,0.129713811,0.188854489,0.619474313
montage,0.636500215,0.277137573,0.115790304,0.181886088,0.581839904
remove,0.666618973,0.289200732,0.134901051,0.194182712,0.566308244
yesterday,0.665259694,0.287281036,0.132624244,0.1927243,0.563995215
