unsupervised,ndcg,vector space input nnet,ndcg,bow input nnet,0,unsupervised vector diff,,unsupervised bow diff,,,
"programs (program, software)",0.299825414,"programs (13, 10)",0.506913878,"programs (size, select)",0.217907113,"programs (size, select)",,"programs (size, select)",0.081918301,,-0.207088464
"progress (prime, process)",0.274290246,"progress (primarily, flag)",0.403654536,"progress (tower, university)",0.232923387,"progress (tower, university)",,"progress (tower, university)",0.041366859,,-0.12936429
"progression (substances, smoked)",0.311244712,"progression (standardized, console)",0.537868327,"progression (experimental, presumed)",0.254511229,"progression (experimental, presumed)",,"progression (experimental, presumed)",0.056733483,,-0.226623615
"progressive (attend, taylor)",0.489577562,"progressive (gem, servicing)",0.61975408,"progressive (representative, beings)",0.307209715,"progressive (representative, beings)",,"progressive (representative, beings)",0.182367847,,-0.130176518
"progun (banning, antigun)",0.329799969,"progun (antigun, slaughter)",0.565972409,"progun (homicides, firearm)",0.232922188,"progun (homicides, firearm)",,"progun (homicides, firearm)",0.096877781,,-0.23617244
"prohibit (proposition, consumption)",0.4637769,"prohibit (cm, project)",0.586789985,"prohibit (bullet, constructive)",0.4053519,"prohibit (bullet, constructive)",,"prohibit (bullet, constructive)",0.058425,,-0.123013085
"prohibited (prohibition, membership)",0.320293454,"prohibited (understands, intensity)",0.47231656,"prohibited (void, moderator)",0.232031,"prohibited (void, moderator)",,"prohibited (void, moderator)",0.088262454,,-0.152023106
"prohibiting (rights, guilty)",0.520957223,"prohibiting (extract, mexico)",0.704452186,"prohibiting (bullet, firstly)",0.28995066,"prohibiting (bullet, firstly)",,"prohibiting (bullet, firstly)",0.231006563,,-0.183494963
"prohibition (prohibited, irs)",0.48340209,"prohibition (profitable, tastes)",0.599850604,"prohibition (hunter, editorial)",0.272494002,"prohibition (hunter, editorial)",,"prohibition (hunter, editorial)",0.210908088,,-0.116448514
"project (projects, program)",0.400039014,"project (useful, increase)",0.656212295,"project (nicely, canada)",0.280600042,"project (nicely, canada)",,"project (nicely, canada)",0.119438972,,-0.256173281
"projected (statistical, streams)",0.392662752,"projected (representing, contains)",0.882252977,"projected (tomorrow, 1974)",0.259927149,"projected (tomorrow, 1974)",,"projected (tomorrow, 1974)",0.132735603,,-0.489590225
"projection (thesis, verbal)",0.378463166,"projection (dominant, imported)",0.616899942,"projection (preliminary, corrupt)",0.263418127,"projection (preliminary, corrupt)",,"projection (preliminary, corrupt)",0.115045039,,-0.238436776
"projects (libraries, credit)",0.460384882,"projects (seattle, tired)",0.603824534,"projects (fund, estimate)",0.281586072,"projects (fund, estimate)",,"projects (fund, estimate)",0.17879881,,-0.143439652
"prominent (espionage, territories)",0.267974683,"prominent (tracing, shes)",0.423419343,"prominent (conclude, absent)",0.25590389,"prominent (conclude, absent)",,"prominent (conclude, absent)",0.012070793,,-0.15544466
"promiscuous (maximize, homosexual)",0.527817477,"promiscuous (publicdomain, athena)",0.621352011,"promiscuous (sexuality, commandments)",0.243732677,"promiscuous (sexuality, commandments)",,"promiscuous (sexuality, commandments)",0.2840848,,-0.093534534
"promise (promised, positively)",0.350385597,"promise (private, arab)",0.572335998,"promise (humor, occasional)",0.253302955,"promise (humor, occasional)",,"promise (humor, occasional)",0.097082642,,-0.221950401
"promised (plans, come)",0.394212448,"promised (golden, intended)",0.629282062,"promised (proposed, listening)",0.272076791,"promised (proposed, listening)",,"promised (proposed, listening)",0.122135657,,-0.235069614
"promises (authenticity, flaw)",0.67655363,"promises (receiving, seek)",0.738793765,"promises (simultaneously, removal)",0.327502824,"promises (simultaneously, removal)",,"promises (simultaneously, removal)",0.349050806,,-0.062240135
"promising (relevance, product)",0.299480612,"promising (damaging, signals)",0.488780899,"promising (meaningful, consult)",0.242671255,"promising (meaningful, consult)",,"promising (meaningful, consult)",0.056809357,,-0.189300287
"promote (demonstration, schools)",0.589626594,"promote (super, nervous)",0.675776337,"promote (loose, walk)",0.29952457,"promote (loose, walk)",,"promote (loose, walk)",0.290102024,,-0.086149743
"promoting (scholarly, expressing)",0.399621485,"promoting (interactions, replied)",0.571934576,"promoting (daniel, deny)",0.244613627,"promoting (daniel, deny)",,"promoting (daniel, deny)",0.155007858,,-0.172313091
"promotion (processed, sox)",0.820114985,"promotion (processed, legally)",0.767562989,"promotion (reaching, checks)",0.423212697,"promotion (reaching, checks)",,"promotion (reaching, checks)",0.396902288,,0.052551996
"prompt (msdos, touching)",0.446502866,"prompt (plug, minimal)",0.599828874,"prompt (thing, leave)",0.270942616,"prompt (thing, leave)",,"prompt (thing, leave)",0.17556025,,-0.153326008
"prompted (afterwards, unreasonable)",0.517042072,"prompted (began, reading)",0.638454188,"prompted (node, 500000)",0.39664473,"prompted (node, 500000)",,"prompted (node, 500000)",0.120397342,,-0.121412116
"promptly (extending, touched)",0.331612671,"promptly (mentions, listing)",0.569598256,"promptly (amazed, awhile)",0.263135959,"promptly (amazed, awhile)",,"promptly (amazed, awhile)",0.068476712,,-0.237985585
"prone (constantly, drastically)",0.51501033,"prone (withdraw, consisted)",0.564276793,"prone (asserts, untrue)",0.342988018,"prone (asserts, untrue)",,"prone (asserts, untrue)",0.172022312,,-0.049266463
"pronounced (fulfillment, vietnam)",0.317624279,"pronounced (spain, 508)",0.40943597,"pronounced (trapped, cure)",0.244610047,"pronounced (trapped, cure)",,"pronounced (trapped, cure)",0.073014232,,-0.091811691
"proof (evidence, prove)",0.588010421,"proof (ground, deleted)",0.847129435,"proof (independent, fit)",0.280989581,"proof (independent, fit)",,"proof (independent, fit)",0.30702084,,-0.259119014
"proofs (communion, nonchristians)",0.360171474,"proofs (recchi, neely)",0.454594789,"proofs (branches, persecution)",0.219474175,"proofs (branches, persecution)",,"proofs (branches, persecution)",0.140697299,,-0.094423315
"propaganda (nazi, torture)",0.332853393,"propaganda (lasted, allow)",0.646967946,"propaganda (underlying, democracy)",0.250530744,"propaganda (underlying, democracy)",,"propaganda (underlying, democracy)",0.082322649,,-0.314114553
"proper (properly, appears)",0.441169547,"proper (site, 24)",0.651535533,"proper (besides, bother)",0.278638231,"proper (besides, bother)",,"proper (besides, bother)",0.162531316,,-0.210365986
"properly (without, suggested)",0.278067607,"properly (around, could)",0.503476477,"properly (worry, happens)",0.242467853,"properly (worry, happens)",,"properly (worry, happens)",0.035599754,,-0.22540887
"properties (fields, considers)",0.429879717,"properties (guidelines, resistance)",0.60671713,"properties (drops, placing)",0.293052865,"properties (drops, placing)",,"properties (drops, placing)",0.136826852,,-0.176837413
"property (private, protect)",0.422336059,"property (draw, att)",0.575432902,"property (facilities, qualified)",0.286943572,"property (facilities, qualified)",,"property (facilities, qualified)",0.135392487,,-0.153096843
"prophecies (prophecy, slander)",0.369166134,"prophecies (behold, fulfilled)",0.593126046,"prophecies (virgin, scriptures)",0.236591932,"prophecies (virgin, scriptures)",,"prophecies (virgin, scriptures)",0.132574202,,-0.223959912
"prophecy (prophecies, jesuss)",0.421501359,"prophecy (lc, saving)",0.711913972,"prophecy (cared, exports)",0.256873896,"prophecy (cared, exports)",,"prophecy (cared, exports)",0.164627463,,-0.290412613
"prophet (scriptures, heaven)",0.445927003,"prophet (imply, pitchers)",0.539531266,"prophet (reagan, 1020)",0.289232335,"prophet (reagan, 1020)",,"prophet (reagan, 1020)",0.156694668,,-0.093604263
"prophets (hearts, verse)",0.350345812,"prophets (letters, proposals)",0.590192301,"prophets (charity, gifts)",0.266959177,"prophets (charity, gifts)",,"prophets (charity, gifts)",0.083386635,,-0.239846489
"proponents (imprisoned, habits)",0.31058586,"proponents (sheer, disease)",0.538701147,"proponents (founding, establishment)",0.228370124,"proponents (founding, establishment)",,"proponents (founding, establishment)",0.082215736,,-0.228115287
"proportion (risks, lebanon)",0.606458506,"proportion (term, paris)",0.603264923,"proportion (aim, arrive)",0.32239202,"proportion (aim, arrive)",,"proportion (aim, arrive)",0.284066486,,0.003193583
"proportional (flaws, flyby)",0.327367237,"proportional (shack, commit)",0.6975294,"proportional (overnight, adopt)",0.270474682,"proportional (overnight, adopt)",,"proportional (overnight, adopt)",0.056892555,,-0.370162163
"proposal (encryption, gained)",0.5294498,"proposal (funded, cage)",0.609719469,"proposal (cultural, vote)",0.333774588,"proposal (cultural, vote)",,"proposal (cultural, vote)",0.195675212,,-0.080269669
"proposals (agriculture, technological)",0.34717722,"proposals (discussing, script)",0.58246782,"proposals (reaching, participating)",0.259698741,"proposals (reaching, participating)",,"proposals (reaching, participating)",0.087478479,,-0.2352906
"propose (accounting, award)",0.329079366,"propose (complain, ba)",0.67949921,"propose (stage, reaching)",0.263774609,"propose (stage, reaching)",,"propose (stage, reaching)",0.065304757,,-0.350419844
"proposed (proposals, agency)",0.294528751,"proposed (pm, faster)",0.561260701,"proposed (promised, administration)",0.203334273,"proposed (promised, administration)",,"proposed (promised, administration)",0.091194478,,-0.26673195
"proposes (explains, vacuum)",0.332737747,"proposes (scaling, liked)",0.535809125,"proposes (meanwhile, focused)",0.241422749,"proposes (meanwhile, focused)",,"proposes (meanwhile, focused)",0.091314998,,-0.203071378
"proposing (ross, orbiter)",0.483660461,"proposing (72, defending)",0.68183965,"proposing (commit, television)",0.363981718,"proposing (commit, television)",,"proposing (commit, television)",0.119678743,,-0.198179189
"proposition (flawed, goodness)",0.385267066,"proposition (qualifies, justifiable)",0.621376707,"proposition (arrays, deliberately)",0.268815725,"proposition (arrays, deliberately)",,"proposition (arrays, deliberately)",0.116451341,,-0.236109641
"proprietary (risc, standalone)",0.597779429,"proprietary (specialized, realistic)",0.557583804,"proprietary (submitted, gradually)",0.282719628,"proprietary (submitted, gradually)",,"proprietary (submitted, gradually)",0.315059801,,0.040195625
"propulsion (orbit, orbital)",0.607924301,"propulsion (velocity, exhaust)",0.683589453,"propulsion (widget, iris)",0.358071571,"propulsion (widget, iris)",,"propulsion (widget, iris)",0.24985273,,-0.075665152
"pros (gore, concerns)",0.47474878,"pros (hampshire, agents)",0.765650081,"pros (barely, promote)",0.304103175,"pros (barely, promote)",,"pros (barely, promote)",0.170645605,,-0.290901301
"prosecution (convicted, felony)",0.652120681,"prosecution (716, scorer)",0.797364404,"prosecution (prey, scattered)",0.448906949,"prosecution (prey, scattered)",,"prosecution (prey, scattered)",0.203213732,,-0.145243723
"prospect (maryland, presentation)",0.350878304,"prospect (tricky, assemble)",0.481824707,"prospect (kidding, campaign)",0.237665234,"prospect (kidding, campaign)",,"prospect (kidding, campaign)",0.11321307,,-0.130946403
"prospects (evolution, 28th)",0.431260852,"prospects (pauls, leaks)",0.712235952,"prospects (1b, ejected)",0.228879155,"prospects (1b, ejected)",,"prospects (1b, ejected)",0.202381697,,-0.2809751
"protect (citizens, individuals)",0.395600732,"protect (life, quite)",0.582083938,"protect (action, air)",0.252516711,"protect (action, air)",,"protect (action, air)",0.143084021,,-0.186483206
"protected (protect, ensure)",0.386630398,"protected (48, units)",0.564754992,"protected (powerful, deciding)",0.224615359,"protected (powerful, deciding)",,"protected (powerful, deciding)",0.162015039,,-0.178124594
"protecting (citizens, impractical)",0.298547805,"protecting (luck, 108)",0.511811214,"protecting (consideration, circumstances)",0.229589804,"protecting (consideration, circumstances)",,"protecting (consideration, circumstances)",0.068958001,,-0.213263409
"protection (protect, greater)",0.458661013,"protection (answer, twice)",0.651444559,"protection (considerably, significant)",0.260912021,"protection (considerably, significant)",,"protection (considerably, significant)",0.197748992,,-0.192783546
"protective (pinch, loves)",0.759765925,"protective (promptly, layer)",0.737229491,"protective (philip, bitter)",0.345173166,"protective (philip, bitter)",,"protective (philip, bitter)",0.414592759,,0.022536434
"protects (filing, transmissions)",0.318012375,"protects (energy, delays)",0.58254184,"protects (whatsoever, transportation)",0.259070066,"protects (whatsoever, transportation)",,"protects (whatsoever, transportation)",0.058942309,,-0.264529465
"protein (dna, twins)",0.496100679,"protein (molecules, dna)",0.562843502,"protein (standardized, lookup)",0.322920755,"protein (standardized, lookup)",,"protein (standardized, lookup)",0.173179924,,-0.066742823
"protest (defend, noble)",0.404563766,"protest (attitude, points)",0.616394469,"protest (buried, consequences)",0.256130893,"protest (buried, consequences)",,"protest (buried, consequences)",0.148432873,,-0.211830703
"protestant (catholics, conservatives)",0.302275067,"protestant (wrist, coaches)",0.546095558,"protestant (protestants, communion)",0.228068636,"protestant (protestants, communion)",,"protestant (protestants, communion)",0.074206431,,-0.243820491
"protestants (catholic, traditions)",0.273465765,"protestants (gonzalez, sco)",0.459697269,"protestants (catholics, protestant)",0.213880654,"protestants (catholics, protestant)",,"protestants (catholics, protestant)",0.059585111,,-0.186231504
"protocol (events, serial)",0.398201804,"protocol (entered, battle)",0.520134115,"protocol (bars, pack)",0.25888757,"protocol (bars, pack)",,"protocol (bars, pack)",0.139314234,,-0.121932311
"protocols (irq, modem)",0.516390763,"protocols (brand, mistake)",0.677566963,"protocols (builtin, dual)",0.302720008,"protocols (builtin, dual)",,"protocols (builtin, dual)",0.213670755,,-0.1611762
"proton (persia, oriented)",0.589005015,"proton (exportlcsmitedu, measuring)",0.599464654,"proton (synthesis, ccd)",0.294616114,"proton (synthesis, ccd)",,"proton (synthesis, ccd)",0.294388901,,-0.010459639
"prototype (locking, commercially)",0.391867618,"prototype (forwarding, lesser)",0.475046923,"prototype (hidden, grind)",0.320953612,"prototype (hidden, grind)",,"prototype (hidden, grind)",0.070914006,,-0.083179305
"proud (soul, illusion)",0.425977232,"proud (persecuted, draw)",0.535884878,"proud (met, serve)",0.265320499,"proud (met, serve)",,"proud (met, serve)",0.160656733,,-0.109907646
"prove (TRUE, wrong)",0.51718614,"prove (interpretation, assumptions)",0.721464343,"prove (lie, content)",0.302917859,"prove (lie, content)",,"prove (lie, content)",0.214268281,,-0.204278203
"proved (conclusion, differently)",0.424167749,"proved (counting, impression)",0.677701114,"proved (converted, awful)",0.31873092,"proved (converted, awful)",,"proved (converted, awful)",0.105436829,,-0.253533365
"proven (admitted, respects)",0.612807832,"proven (crisis, experience)",0.690426181,"proven (advance, needed)",0.389785583,"proven (advance, needed)",,"proven (advance, needed)",0.223022249,,-0.077618349
"proverbs (gentiles, psalms)",0.558692551,"proverbs (gentiles, 1939)",0.690329029,"proverbs (protestant, communion)",0.280411021,"proverbs (protestant, communion)",,"proverbs (protestant, communion)",0.27828153,,-0.131636478
"proves (existance, ample)",0.526821502,"proves (hotel, fires)",0.505660029,"proves (explanation, convince)",0.290521269,"proves (explanation, convince)",,"proves (explanation, convince)",0.236300233,,0.021161473
"provide (general, interest)",0.427823611,"provide (return, takes)",0.544605499,"provide (control, regarding)",0.226445105,"provide (control, regarding)",,"provide (control, regarding)",0.201378506,,-0.116781888
"provided (individual, purpose)",0.4248024,"provided (changed, standards)",0.435490171,"provided (performed, eat)",0.237262658,"provided (performed, eat)",,"provided (performed, eat)",0.187539742,,-0.010687771
"providence (norris, ahl)",0.75747575,"providence (hawks, stadium)",0.71995437,"providence (fate, frontier)",0.327542497,"providence (fate, frontier)",,"providence (fate, frontier)",0.429933253,,0.03752138
"providers (cellular, rsh)",0.314360639,"providers (profession, mainframe)",0.38829615,"providers (regulation, vlsi)",0.220636445,"providers (regulation, vlsi)",,"providers (regulation, vlsi)",0.093724194,,-0.073935511
"provides (required, allow)",0.773460337,"provides (interest, general)",0.801798713,"provides (primarily, announce)",0.652174642,"provides (primarily, announce)",,"provides (primarily, announce)",0.121285695,,-0.028338376
"providing (major, additional)",0.280056532,"providing (charles, thought)",0.393280888,"providing (disabled, stretch)",0.214511036,"providing (disabled, stretch)",,"providing (disabled, stretch)",0.065545496,,-0.113224356
"province (serbia, turkeys)",0.408436558,"province (provinces, proceeds)",0.518164648,"province (financially, consumed)",0.242458917,"province (financially, consumed)",,"province (financially, consumed)",0.165977641,,-0.10972809
"provinces (personnel, cables)",0.638897027,"provinces (province, sinless)",0.671345105,"provinces (czech, irregular)",0.285760863,"provinces (czech, irregular)",,"provinces (czech, irregular)",0.353136164,,-0.032448078
"proving (murderer, performs)",0.420153688,"proving (nations, dressed)",0.526411158,"proving (estimate, lasting)",0.252070395,"proving (estimate, lasting)",,"proving (estimate, lasting)",0.168083293,,-0.10625747
"provision (welfare, fuse)",0.325079507,"provision (happily, worthwhile)",0.548634447,"provision (deposited, dominated)",0.265954429,"provision (deposited, dominated)",,"provision (deposited, dominated)",0.059125078,,-0.22355494
"provisions (consulted, camps)",0.365760917,"provisions (hostility, praise)",0.618497628,"provisions (1000000, souls)",0.242314035,"provisions (1000000, souls)",,"provisions (1000000, souls)",0.123446882,,-0.252736711
"ps (comments, polite)",0.336485125,"ps (thin, lightly)",0.521237947,"ps (improved, moves)",0.261328763,"ps (improved, moves)",,"ps (improved, moves)",0.075156362,,-0.184752822
"ps2 (keyboards, ega)",0.499231954,"ps2 (tseng, macworld)",0.635374837,"ps2 (khz, ide)",0.290196887,"ps2 (khz, ide)",,"ps2 (khz, ide)",0.209035067,,-0.136142883
"psalm (deeper, preaching)",0.689598269,"psalm (respectable, teaches)",0.794380014,"psalm (pharisees, marys)",0.27028644,"psalm (pharisees, marys)",,"psalm (pharisees, marys)",0.419311829,,-0.104781745
"psalms (christianity, wages)",0.326023397,"psalms (223, heresy)",0.513446776,"psalms (pharisees, sinned)",0.272979879,"psalms (pharisees, sinned)",,"psalms (pharisees, sinned)",0.053043518,,-0.187423379
"psychological (pursue, emotionally)",0.443325306,"psychological (expression, nixon)",0.614875884,"psychological (worthless, drove)",0.253764038,"psychological (worthless, drove)",,"psychological (worthless, drove)",0.189561268,,-0.171550578
"psychology (ego, associate)",0.573410807,"psychology (constitute, licensing)",0.629633749,"psychology (chose, acceptable)",0.274608045,"psychology (chose, acceptable)",,"psychology (chose, acceptable)",0.298802762,,-0.056222942
"pt (28th, fever)",0.342195995,"pt (otto, nov)",0.551542274,"pt (assurance, childhood)",0.243850979,"pt (assurance, childhood)",,"pt (assurance, childhood)",0.098345016,,-0.209346279
"pts (belfour, johansson)",0.414787622,"pts (johansson, usable)",0.552362144,"pts (linden, 369)",0.302435063,"pts (linden, 369)",,"pts (linden, 369)",0.112352559,,-0.137574522
"pub (undocumented, publicdomain)",0.338384223,"pub (syntax, sunview)",0.509345435,"pub (simplest, vintage)",0.24405741,"pub (simplest, vintage)",,"pub (simplest, vintage)",0.094326813,,-0.170961212
"public (government, administration)",0.335468814,"public (end, live)",0.570866445,"public (room, whose)",0.30579542,"public (room, whose)",,"public (room, whose)",0.029673394,,-0.235397631
"publically (believers, jmdhandheldcom)",0.387893377,"publically (freeware, saints)",0.532771521,"publically (investigations, legally)",0.24418851,"publically (investigations, legally)",,"publically (investigations, legally)",0.143704867,,-0.144878144
"publication (information, contains)",0.484220867,"publication (63, spending)",0.647152277,"publication (consist, afford)",0.28884262,"publication (consist, afford)",,"publication (consist, afford)",0.195378247,,-0.16293141
"publications (journals, organizations)",0.267468119,"publications (digest, oriented)",0.462060644,"publications (stays, enters)",0.212676919,"publications (stays, enters)",,"publications (stays, enters)",0.0547912,,-0.194592525
"publicdomain (copyrighted, abstracts)",0.450012229,"publicdomain (promiscuous, abstracts)",0.571568482,"publicdomain (scaled, gov)",0.245750088,"publicdomain (scaled, gov)",,"publicdomain (scaled, gov)",0.204262141,,-0.121556253
"publicity (motivation, hurting)",0.813239688,"publicity (wondered, 1970s)",0.894537757,"publicity (meanwhile, inherently)",0.321343048,"publicity (meanwhile, inherently)",,"publicity (meanwhile, inherently)",0.49189664,,-0.081298069
"publickey (diffiehellman, privacy)",0.594245313,"publickey (diffiehellman, finnish)",0.636663841,"publickey (authentication, vesselin)",0.324552822,"publickey (authentication, vesselin)",,"publickey (authentication, vesselin)",0.269692491,,-0.042418528
"publicly (diffiehellman, defeat)",0.65518231,"publicly (burden, workable)",0.65971468,"publicly (stated, socalled)",0.319282462,"publicly (stated, socalled)",,"publicly (stated, socalled)",0.335899848,,-0.00453237
"publish (authors, blurb)",0.346234378,"publish (yet, reserve)",0.678879941,"publish (corporation, heavily)",0.251605823,"publish (corporation, heavily)",,"publish (corporation, heavily)",0.094628555,,-0.332645563
"published (journal, library)",0.472892847,"published (afraid, library)",0.659670846,"published (calculated, alexander)",0.326975429,"published (calculated, alexander)",,"published (calculated, alexander)",0.145917418,,-0.186777999
"publisher (printing, wordperfect)",0.556726606,"publisher (albeit, dpi)",0.634592344,"publisher (postal, struggle)",0.240360818,"publisher (postal, struggle)",,"publisher (postal, struggle)",0.316365788,,-0.077865738
"publishers (occurring, beirut)",0.335417994,"publishers (wide, keeping)",0.615675521,"publishers (overseas, employer)",0.288180046,"publishers (overseas, employer)",,"publishers (overseas, employer)",0.047237948,,-0.280257527
"publishes (plotting, skilled)",0.338734964,"publishes (abstracts, tektronix)",0.46425633,"publishes (assemble, 605)",0.21128438,"publishes (assemble, 605)",,"publishes (assemble, 605)",0.127450584,,-0.125521366
"publishing (authors, multimedia)",0.421492176,"publishing (sweet, capabilities)",0.572955992,"publishing (background, fancy)",0.316320586,"publishing (background, fancy)",,"publishing (background, fancy)",0.10517159,,-0.151463816
"puck (goalie, rookie)",0.3966023,"puck (biases, streak)",0.514848272,"puck (sharks, champs)",0.212660231,"puck (sharks, champs)",,"puck (sharks, champs)",0.183942069,,-0.118245972
"pull (move, button)",0.637606437,"pull (famous, marked)",0.85918407,"pull (however, received)",0.299178878,"pull (however, received)",,"pull (however, received)",0.338427559,,-0.221577633
"pulled (stuck, hand)",0.317309553,"pulled (wing, leaving)",0.4341687,"pulled (resolve, deserve)",0.218804364,"pulled (resolve, deserve)",,"pulled (resolve, deserve)",0.098505189,,-0.116859147
"pulling (upset, laughter)",0.715117148,"pulling (junk, bloody)",0.861715369,"pulling (behind, leaving)",0.269806313,"pulling (behind, leaving)",,"pulling (behind, leaving)",0.445310835,,-0.146598221
"pulls (legally, bumper)",0.275633482,"pulls (readme, renders)",0.455112132,"pulls (impose, accuse)",0.203476016,"pulls (impose, accuse)",,"pulls (impose, accuse)",0.072157466,,-0.17947865
"pulse (volts, amps)",0.521473051,"pulse (edge, yell)",0.705974098,"pulse (financially, accord)",0.306688523,"pulse (financially, accord)",,"pulse (financially, accord)",0.214784528,,-0.184501047
"pump (efficient, gasoline)",0.610401581,"pump (verification, terrorism)",0.652780147,"pump (rapidly, factory)",0.311675522,"pump (rapidly, factory)",,"pump (rapidly, factory)",0.298726059,,-0.042378566
"pumped (episode, neutron)",0.309139379,"pumped (andreas, fusion)",0.453627692,"pumped (infrared, flown)",0.232860937,"pumped (infrared, flown)",,"pumped (infrared, flown)",0.076278442,,-0.144488313
"pun (inquisition, clh)",0.300561638,"pun (faces, prompted)",0.479275457,"pun (altogether, beating)",0.22724187,"pun (altogether, beating)",,"pun (altogether, beating)",0.073319768,,-0.178713819
"punch (v8, smoothly)",0.264449576,"punch (quantities, cherry)",0.430830257,"punch (compensate, ra)",0.192281287,"punch (compensate, ra)",,"punch (compensate, ra)",0.072168289,,-0.166380681
"punish (governing, confess)",0.241273951,"punish (rushed, pal)",0.371317774,"punish (guilt, bow)",0.200152661,"punish (guilt, bow)",,"punish (guilt, bow)",0.04112129,,-0.130043823
"punished (babies, contradicts)",0.613440808,"punished (ultimate, mercy)",0.708797674,"punished (scientist, screaming)",0.363391089,"punished (scientist, screaming)",,"punished (scientist, screaming)",0.250049719,,-0.095356866
"punishment (selfdefense, death)",0.391059132,"punishment (hole, finally)",0.547705823,"punishment (mans, pulling)",0.615995923,"punishment (mans, pulling)",,"punishment (mans, pulling)",-0.224936791,,-0.156646691
"purchase (prices, buy)",0.448231575,"purchase (consists, possession)",0.707524096,"purchase (fixed, reliable)",0.286976719,"purchase (fixed, reliable)",,"purchase (fixed, reliable)",0.161254856,,-0.259292521
"purchased (800, included)",0.36342258,"purchased (manufacturers, immoral)",0.747352294,"purchased (effects, filters)",0.309952503,"purchased (effects, filters)",,"purchased (effects, filters)",0.053470077,,-0.383929714
"purchases (ban, sought)",0.704752765,"purchases (constructed, behold)",0.713619005,"purchases (soil, investigators)",0.493845582,"purchases (soil, investigators)",,"purchases (soil, investigators)",0.210907183,,-0.00886624
"purchasing (dealers, outlets)",0.52358219,"purchasing (dispute, price)",0.625228837,"purchasing (instruction, partial)",0.35207218,"purchasing (instruction, partial)",,"purchasing (instruction, partial)",0.17151001,,-0.101646647
"pure (merely, combining)",0.31015288,"pure (respond, un)",0.527593882,"pure (biggest, feel)",0.317107244,"pure (biggest, feel)",,"pure (biggest, feel)",-0.006954364,,-0.217441002
"purely (primary, boundaries)",0.39864025,"purely (soul, millions)",0.486160232,"purely (chief, essential)",0.196015621,"purely (chief, essential)",,"purely (chief, essential)",0.202624629,,-0.087519982
"purpose (must, possible)",0.37729391,"purpose (together, past)",0.576516202,"purpose (within, logic)",0.249873129,"purpose (within, logic)",,"purpose (within, logic)",0.127420781,,-0.199222292
"purposes (purpose, provide)",0.320544147,"purposes (one, get)",0.658358623,"purposes (votes, membership)",0.245836619,"purposes (votes, membership)",,"purposes (votes, membership)",0.074707528,,-0.337814476
"pursue (impractical, considers)",0.374183358,"pursue (attempting, setup)",0.662886916,"pursue (advised, addressed)",0.258515198,"pursue (advised, addressed)",,"pursue (advised, addressed)",0.11566816,,-0.288703558
"pursued (counted, consulted)",0.410083564,"pursued (hernandez, detection)",0.527335208,"pursued (dominated, deposited)",0.281072136,"pursued (dominated, deposited)",,"pursued (dominated, deposited)",0.129011428,,-0.117251644
"pursuing (filed, firsthand)",0.421161987,"pursuing (knife, starters)",0.684876066,"pursuing (penalties, quarters)",0.305247896,"pursuing (penalties, quarters)",,"pursuing (penalties, quarters)",0.115914091,,-0.263714079
"pursuit (happiness, disarmed)",0.429394645,"pursuit (happiness, constitute)",0.601069029,"pursuit (regime, worthwhile)",0.310654199,"pursuit (regime, worthwhile)",,"pursuit (regime, worthwhile)",0.118740446,,-0.171674384
"push (turn, transition)",0.384245096,"push (1500, page)",0.538908542,"push (fit, concerning)",0.284838859,"push (fit, concerning)",,"push (fit, concerning)",0.099406237,,-0.154663446
"pushed (worried, intend)",0.290588629,"pushed (subtle, card)",0.463321605,"pushed (gap, technically)",0.218140157,"pushed (gap, technically)",,"pushed (gap, technically)",0.072448472,,-0.172732976
"pushing (consumed, constantly)",0.425957304,"pushing (comparing, bleeding)",0.609065773,"pushing (rings, cares)",0.340624511,"pushing (rings, cares)",,"pushing (rings, cares)",0.085332793,,-0.183108469
"put (another, way)",0.331359327,"put (time, one)",0.462483959,"put (perhaps, game)",0.301544665,"put (perhaps, game)",,"put (perhaps, game)",0.029814662,,-0.131124632
"puts (basically, theyve)",0.322532281,"puts (cross, september)",0.583127937,"puts (shared, greatest)",0.207557837,"puts (shared, greatest)",,"puts (shared, greatest)",0.114974444,,-0.260595656
"putting (put, making)",0.269015887,"putting (fail, seeing)",0.427553692,"putting (wrote, playing)",0.201186501,"putting (wrote, playing)",,"putting (wrote, playing)",0.067829386,,-0.158537805
"puzzle (coffee, laser)",0.644566062,"puzzle (wide, contribution)",0.695026925,"puzzle (unlike, fields)",0.34871783,"puzzle (unlike, fields)",,"puzzle (unlike, fields)",0.295848232,,-0.050460863
"qemm (winini, systemini)",0.49126142,"qemm (laserwriter, slg)",0.589231164,"qemm (speedstar, blaster)",0.315656779,"qemm (speedstar, blaster)",,"qemm (speedstar, blaster)",0.175604641,,-0.097969744
"quack (systemic, therapies)",0.560128689,"quack (systemic, therapies)",0.694602456,"quack (systemic, candida)",0.326143017,"quack (systemic, candida)",,"quack (systemic, candida)",0.233985672,,-0.134473767
"quadra (950, se30)",0.280326842,"quadra (batteries, centris)",0.447158543,"quadra (ip, burst)",0.220471966,"quadra (ip, burst)",,"quadra (ip, burst)",0.059854876,,-0.166831701
